N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
25,77,52,129,Te,14867.0235,1.5048,1,18113.2485,9.2521,1,-3536.1428,1.4745,1,1691.1856,0.7109,1,-10932.4255,17.6843,1,-7338.1721,3.6816,1
23,76,53,129,I,15666.5955,4.7975,1,16386.8244,5.9768,1,-2676.9981,4.026,1,-1008.1261,5.5385,1,-11166.2955,19.0415,1,-6717.9599,3.1534,1
21,75,54,129,Xe,16517.8227,4.0881,1,14993.5151,1.365,1,-2099.1917,1.3519,1,-3635.2041,10.5036,1,-6991.2473,0.7063,1,-10835.6152,5.3762,1
19,74,55,129,Cs,17401.6592,7.2,1,13093.7754,5.8174,1,-1087.942,4.75,1,-6175.509,21.6243,1,-7049.9909,5.8176,1,-10201.2125,4.8281,1
17,73,56,129,Ba,18385.5468,15.4695,1,11317.9247,11.2711,1,-286.4209,10.5985,1,-8773.3617,29.8536,1,-2489.3025,10.5036,1,-14506.7449,55.4517,1
15,72,57,129,La,19570.0607,33.6385,1,9661.4562,22.0601,1,341.2854,22.7021,1,-11549.9753,36.6612,1,-2680.7395,22.0101,1,-13860.9338,35.1633,1
13,71,58,129,Ce,20450.7963,40.184,1,8047.4911,30.1644,1,956.556,30.029,1,-13913.0,204.0,0,1792.6805,27.9912,1,-18028.0585,40.8585,1
11,70,59,129,Pr,21373.0,198.0,0,6455.3914,39.5539,1,1561.0107,39.5519,1,-16594.0,301.0,0,1562.9021,62.0731,1,-17315.0,202.0,0
9,69,60,129,Nd,22607.0,362.0,0,4974.0,204.0,0,1858.0,281.0,0,-20045.0,539.0,0,5870.0,200.0,0,-22227.0,362.0,0
7,68,61,129,Pm,24013.0,500.0,0,3215.0,358.0,0,2465.0,424.0,0,999999.0,999999.0,1,5862.0,301.0,0,-22101.0,583.0,0
5,67,62,129,Sm,999999.0,999999.0,1,998.0,583.0,0,3315.0,640.0,0,999999.0,999999.0,1,10911.0,539.0,0,999999.0,999999.0,1
38,84,46,130,Pd,4482.0,583.0,0,999999.0,999999.0,1,999999.0,999999.0,1,28388.0,301.0,0,999999.0,999999.0,1,11069.0,500.0,0
36,83,47,130,Ag,7330.0,300.0,0,33135.0,520.0,0,-11123.0,656.0,0,24009.0,424.0,0,999999.0,999999.0,1,9153.0,424.0,0
34,82,48,130,Cd,10021.9886,23.2627,1,31305.0,501.0,0,-11752.0,400.0,0,19014.6192,22.4342,1,-30526.0,600.0,0,3645.9732,22.4426,1
32,81,49,130,In,11859.0492,2.2251,1,29774.0,300.0,0,-11611.0,200.0,0,12379.1571,14.3246,1,-25325.0,400.0,0,2612.7491,17.3625,1
30,80,50,130,Sn,12913.423,17.7808,1,27471.9138,6.6991,1,-10301.4055,2.969,1,7220.743,1.873,1,-24299.0461,5.6302,1,-3574.1506,21.3076,1
28,79,51,130,Sb,13798.4713,23.5577,1,22673.5123,14.2738,1,-6901.2257,14.8177,1,4650.5012,14.5581,1,-16739.7692,14.3485,1,-3352.1207,14.2302,1
26,78,52,130,Te,14501.8022,0.7064,1,18569.472,17.6819,1,-3762.74,10.6876,1,2527.5147,0.0113,1,-14051.3339,17.27,1,-6917.1016,3.1534,1
24,77,53,130,I,15340.794,4.7978,1,16884.2785,19.0416,1,-2967.9684,32.0018,1,-36.4335,8.932,1,-9595.7749,21.4438,1,-6311.4363,3.1537,1
22,76,54,130,Xe,16162.5762,0.0081,1,15464.623,0.7064,1,-2241.2226,1.3536,1,-2623.698,0.2871,1,-10164.5612,0.7109,1,-10452.7424,4.5532,1
20,75,55,130,Cs,17110.618,9.9367,1,13739.6665,9.1075,1,-1414.1739,9.171,1,-5272.3803,27.2587,1,-5681.5495,8.9319,1,-9910.2069,13.4224,1
18,74,56,130,Ba,18030.257,1.5339,1,11974.1842,0.2872,1,-535.3054,0.2872,1,-7833.8632,27.9463,1,-5849.6777,0.2872,1,-14004.5534,21.3445,1
16,73,57,130,La,19144.5715,60.3139,1,10273.5438,26.4973,1,298.3928,27.9375,1,-10451.9099,69.3126,1,-1417.2953,26.3426,1,-13411.1883,38.1328,1
14,72,58,130,Ce,20031.624,39.5199,1,8631.6997,27.9912,1,822.0842,30.612,1,-12826.6738,39.5199,1,-1651.0185,29.8536,1,-17720.6655,40.8585,1
12,71,59,130,Pr,20987.337,70.8487,1,7127.9676,84.2353,1,1373.0954,111.0075,1,-15706.0,210.0,0,2859.1056,67.7242,1,-16872.0,212.0,0
10,70,60,130,Nd,22209.0,202.0,0,5640.2562,39.5199,1,1799.4099,39.5199,1,-18896.0,401.0,0,2402.2936,39.5199,1,-21488.0,301.0,0
8,69,61,130,Pm,23392.0,361.0,0,3717.0,202.0,0,2429.0,280.0,0,-21957.0,575.0,0,7015.0,202.0,0,-21211.0,539.0,0
6,68,62,130,Sm,24693.0,640.0,0,1748.0,447.0,0,3255.0,500.0,0,999999.0,999999.0,1,7386.0,448.0,0,999999.0,999999.0,1
4,67,63,130,Eu,999999.0,999999.0,1,-129.0,617.0,0,3812.0,735.0,0,999999.0,999999.0,1,12378.0,617.0,0,999999.0,999999.0,1
39,85,46,131,Pd,4002.0,671.0,0,999999.0,999999.0,1,999999.0,999999.0,1,29472.0,301.0,0,999999.0,999999.0,1,12086.0,520.0,0
37,84,47,131,Ag,5022.0,640.0,0,999999.0,999999.0,1,-9445.0,781.0,0,27274.0,500.0,0,999999.0,999999.0,1,12296.0,501.0,0
35,83,48,131,Cd,8232.2548,19.9577,1,31910.0,600.0,0,-10416.0,501.0,0,22052.8184,19.5762,1,-29771.0,301.0,0,6623.4513,19.3215,1
33,82,49,131,In,11332.1166,2.958,1,30732.0,400.0,0,-11800.0,200.0,0,13957.0424,3.034,1,-29416.0,424.0,0,4036.5294,2.8934,1
31,81,50,131,Sn,12816.6181,17.6455,1,28720.3792,6.4267,1,-10948.2956,7.1803,1,7946.4427,3.6215,1,-23435.9524,22.6472,1,-3050.21,14.6664,1
29,80,51,131,Sb,13494.6636,21.3271,1,23724.465,2.8684,1,-7526.4307,10.2162,1,5461.3157,2.1696,1,-19363.853,2.7467,1,-2699.77,2.0837,1
27,79,52,131,Te,14348.7735,0.7134,1,19198.3668,17.2701,1,-4166.3596,9.2257,1,3202.5534,0.0608,1,-12367.7759,1.8739,1,-6346.1516,3.1542,1
25,78,53,131,I,15078.1873,3.2109,1,17391.2852,21.2337,1,-3169.3493,5.1191,1,612.8468,0.63,1,-12446.0115,14.2253,1,-5633.571,0.6047,1
23,77,54,131,Xe,15860.1413,0.0016,1,15986.6329,0.7109,1,-2557.994,1.365,1,-1734.6167,0.4153,1,-8349.5864,0.0099,1,-9585.1385,8.3567,1
21,76,55,131,Cs,16699.1602,4.5566,1,14126.3401,3.1584,1,-1497.2732,3.6252,1,-4286.3094,27.9454,1,-8408.3571,3.1586,1,-8870.1158,0.3374,1
19,75,56,131,Ba,17760.7287,10.508,1,12560.8306,0.4153,1,-782.991,4.1092,1,-6970.5103,32.805,1,-4087.455,0.4153,1,-13122.9021,25.9494,1
17,74,57,131,La,18588.3597,35.1633,1,10848.1568,28.3133,1,45.8464,28.496,1,-9468.6009,54.6759,1,-4158.4812,29.1676,1,-12417.6695,39.5199,1
15,73,58,131,Ce,19563.5801,43.0918,1,9225.5244,34.443,1,684.5912,34.7127,1,-11940.4077,42.7334,1,259.3573,32.8036,1,-16604.3017,72.1597,1
13,72,59,131,Pr,20669.7341,55.6511,1,7555.0648,51.6147,1,1170.5368,53.7079,1,-14530.0,206.0,0,37.7394,53.6818,1,-15775.7424,54.6759,1
11,71,60,131,Nd,21536.0,204.0,0,6058.4784,39.2188,1,1786.3876,39.8879,1,-17488.0,401.0,0,4365.9018,39.2188,1,-20370.0,202.0,0
9,70,61,131,Pm,22733.0,361.0,0,4575.0,202.0,0,2348.0,280.0,0,-20306.0,447.0,0,4116.0,210.0,0,-20142.0,447.0,0
7,69,62,131,Sm,24093.0,640.0,0,2483.0,448.0,0,3205.0,500.0,0,999999.0,999999.0,1,9027.0,401.0,0,-24839.0,671.0,0
5,68,63,131,Eu,999999.0,999999.0,1,862.0,500.0,0,3421.0,565.0,0,999999.0,999999.0,1,8717.0,447.0,0,999999.0,999999.0,1
38,85,47,132,Ag,4645.0,656.0,0,999999.0,999999.0,1,-9485.0,583.0,0,28011.0,504.0,0,999999.0,999999.0,1,12740.0,501.0,0
36,84,48,132,Cd,5490.4679,64.0928,1,32313.0,306.0,0,-8500.0,504.0,0,26081.1243,60.1,1,-32014.0,306.0,0,9487.6219,60.108,1
34,83,49,132,In,8647.66,60.0592,1,31092.0,428.0,0,-10126.0,306.0,0,17223.728,60.0832,1,-28950.0,504.0,0,6781.7072,60.1416,1
32,82,50,132,Sn,12556.973,2.7224,1,30006.8982,22.443,1,-11733.2244,6.7286,1,8641.6435,4.0072,1,-28623.7642,19.3396,1,-2636.46,2.8715,1
30,81,51,132,Sb,13492.2309,14.4249,1,24306.694,3.0477,1,-7870.0808,2.799,1,6068.22,4.7554,1,-18899.8834,3.309,1,-2495.5781,2.4677,1
28,80,52,132,Te,13977.8735,3.4863,1,19633.9225,3.9575,1,-4251.6832,18.0223,1,4090.7775,3.4863,1,-15212.5893,5.0265,1,-5816.7879,3.5383,1
26,79,53,132,I,14909.9497,5.1452,1,17995.7569,14.7824,1,-3498.5658,19.2223,1,1449.1916,4.1953,1,-11011.0611,4.5683,1,-5361.2448,4.0654,1
24,78,54,132,Xe,15541.1363,0.0081,1,16503.957,0.01,1,-2710.0969,0.7064,1,-844.0714,1.0533,1,-11356.924,0.0608,1,-9294.7185,0.1771,1
22,77,55,132,Cs,16395.5748,8.4207,1,14794.4473,3.3194,1,-1839.5789,3.7664,1,-3429.1157,36.3733,1,-6998.937,1.1994,1,-8545.053,1.116,1
20,76,56,132,Ba,17320.7628,1.0898,1,13132.3708,1.0533,1,-999.2847,1.0533,1,-5966.2154,20.4603,1,-7310.2992,1.0533,1,-12736.9565,27.9647,1
18,75,57,132,La,18238.8394,44.6671,1,11401.7651,37.3066,1,-216.7208,36.7539,1,-8496.1138,46.4305,1,-2956.9745,36.359,1,-12086.4476,48.9687,1
16,74,58,132,Ce,19188.4107,34.6029,1,9789.8534,20.4072,1,475.552,20.4363,1,-11042.8726,31.6599,1,-3078.7005,20.4094,1,-16239.342,51.2346,1
14,73,59,132,Pr,20194.6355,70.4618,1,8178.0316,38.8206,1,973.0593,61.6312,1,-13600.0,152.0,0,1252.8299,40.184,1,-15530.7415,39.8879,1
12,72,60,132,Nd,20972.2118,36.9705,1,6580.844,36.9705,1,1683.1944,36.9705,1,-16286.0,301.0,0,993.6619,40.7663,1,-19727.0,202.0,0
10,71,61,132,Pm,22301.0,250.0,0,5030.0,162.0,0,2278.0,152.0,0,-19427.0,426.0,0,5384.0,156.0,0,-19419.0,426.0,0
8,70,62,132,Sm,23582.0,500.0,0,3121.0,301.0,0,2966.0,361.0,0,999999.0,999999.0,1,5339.0,301.0,0,-23747.0,500.0,0
6,69,63,132,Eu,24830.0,671.0,0,1309.0,447.0,0,3594.0,500.0,0,999999.0,999999.0,1,10281.0,447.0,0,999999.0,999999.0,1
39,86,47,133,Ag,4473.0,707.0,0,999999.0,999999.0,1,999999.0,999999.0,1,28610.0,539.0,0,999999.0,999999.0,1,13314.0,504.0,0
37,85,48,133,Cd,5071.0,201.0,0,32978.0,361.0,0,-8685.0,632.0,0,26734.0,200.0,0,999999.0,999999.0,1,10200.0,209.0,0
35,84,49,133,In,5808.0,200.0,0,31518.0,539.0,0,-8245.0,447.0,0,21233.0,200.0,0,-30579.0,539.0,0,10785.0,200.0,0
33,83,50,133,Sn,9751.9477,4.091,1,30240.0721,19.3324,1,-10176.6645,5.6406,1,12063.2425,2.8096,1,-27697.4321,60.0977,1,690.0732,3.1162,1
31,82,51,133,Sb,13084.7376,3.7583,1,25477.086,3.8271,1,-8513.5402,3.6972,1,6933.7887,6.6795,1,-23800.9306,60.1139,1,-1806.6341,4.6837,1
29,81,52,133,Te,13868.7475,2.067,1,20250.4962,4.169,1,-4771.4519,17.3931,1,4706.4502,3.1668,1,-13679.5504,2.8587,1,-5304.9493,4.5603,1
27,80,53,133,I,14557.2107,5.9328,1,18453.8323,6.2589,1,-3652.8335,22.0304,1,2213.6412,5.9019,1,-13510.9913,6.3967,1,-4649.6454,5.9019,1
25,79,54,133,Xe,15372.6442,2.4,1,17010.5036,2.4008,1,-3063.6147,2.5031,1,-90.071,2.5969,1,-9744.3571,4.2325,1,-8562.2079,2.614,1
23,78,55,133,Cs,16158.0051,0.177,1,15206.1579,0.6047,1,-1988.6828,3.1534,1,-2576.5513,27.9448,1,-9656.4125,4.0654,1,-7707.358,1.0532,1
21,77,56,133,Ba,17017.1898,1.0738,1,13717.8792,0.992,1,-1282.3581,0.992,1,-5135.2888,16.3843,1,-5563.5085,0.992,1,-11901.2525,36.3543,1
19,76,57,133,La,17867.7632,39.5199,1,12016.7598,27.9454,1,-420.2576,28.3133,1,-7556.8004,30.612,1,-5630.6696,27.964,1,-11097.0221,34.6029,1
17,75,58,133,Ce,18852.4113,36.6532,1,10317.207,16.3595,1,217.7266,19.4368,1,-10085.8431,49.3626,1,-1272.2912,16.3881,1,-15262.0775,33.1859,1
15,74,59,133,Pr,19779.5637,48.6284,1,8746.2688,30.612,1,961.0339,24.7331,1,-12529.9384,51.8299,1,-1502.9848,38.4464,1,-14583.0943,27.2412,1
13,73,60,133,Nd,20706.9759,54.0963,1,7201.8742,56.9666,1,1530.2081,54.315,1,-15101.0,302.0,0,2847.3366,50.8493,1,-18776.0,156.0,0
11,72,61,133,Pm,21780.0,206.0,0,5684.9313,68.8382,1,1940.997,58.4693,1,-18172.0,302.0,0,2530.8398,58.0,1,-18339.0,304.0,0
9,71,62,133,Sm,23093.0,499.0,0,4041.0,299.0,0,2719.0,360.0,0,-21171.0,582.0,0,6906.0,299.0,0,-23102.0,499.0,0
7,70,63,133,Eu,23915.0,499.0,0,2044.0,359.0,0,3519.0,423.0,0,999999.0,999999.0,1,7103.0,333.0,0,999999.0,999999.0,1
5,69,64,133,Gd,999999.0,999999.0,1,358.0,640.0,0,3845.0,707.0,0,999999.0,999999.0,1,11791.0,583.0,0,999999.0,999999.0,1
38,86,48,134,Cd,5137.0,306.0,0,999999.0,999999.0,1,-9155.0,424.0,0,26974.0,300.0,0,999999.0,999999.0,1,10159.0,361.0,0
36,85,49,134,In,5701.0,209.0,0,32148.0,539.0,0,-8497.0,469.0,0,22049.0,200.0,0,-30179.0,539.0,0,10833.0,200.0,0
34,84,50,134,Sn,6029.8413,3.7328,1,30546.2715,60.151,1,-7741.077,22.5791,1,16099.9936,4.192,1,-29583.0,200.0,0,4418.4363,4.4513,1
32,83,51,134,Sb,10526.3585,3.9414,1,26185.3925,60.1112,1,-6537.3901,3.5569,1,10024.4358,5.7478,1,-23618.0,200.0,0,846.8108,3.7037,1
30,82,52,134,Te,13488.1914,4.4381,1,20565.1409,3.3832,1,-4826.4515,3.3242,1,5592.0821,2.7464,1,-18948.833,3.3418,1,-4747.7685,6.5096,1
28,81,53,134,I,14482.5743,6.3337,1,18986.1003,5.4474,1,-4182.6688,15.0193,1,2847.7255,4.8568,1,-12408.8978,5.7768,1,-4471.1748,5.4174,1
26,80,54,134,Xe,14989.4961,0.0028,1,17515.5795,3.4863,1,-3197.7907,0.0104,1,824.1677,0.2507,1,-12477.6726,2.0661,1,-8126.2095,0.0071,1
24,79,55,134,Cs,15881.1082,1.036,1,15765.6058,4.0655,1,-2379.8932,3.1537,1,-1672.5065,19.9296,1,-8322.8345,5.9019,1,-7408.9714,0.9921,1
22,78,56,134,Ba,16657.7352,1.0827,1,14248.9698,0.2507,1,-1494.4436,0.2508,1,-4117.1039,20.3883,1,-8595.3902,2.4131,1,-11526.9285,27.9459,1
20,77,57,134,La,17637.7174,41.4625,1,12643.9077,19.9565,1,-743.8201,21.6108,1,-6690.6592,28.4594,1,-4436.6868,19.9296,1,-10871.7536,25.7808,1
18,76,58,134,Ce,18506.8467,28.8456,1,10975.9373,20.414,1,-1.0377,20.3888,1,-9186.4557,23.5642,1,-4568.3573,20.4109,1,-14966.625,23.9124,1
16,75,59,134,Pr,19443.1719,35.3071,1,9382.3641,41.6497,1,674.4589,32.9538,1,-11764.0912,46.5811,1,-322.5789,34.5494,1,-14266.9375,50.8129,1
14,74,60,134,Nd,20363.2637,26.9361,1,7755.697,23.5818,1,1351.5547,30.3408,1,-14270.0,196.0,0,-517.1905,20.1771,1,-18310.1078,51.6702,1
12,73,61,134,Pm,21279.0,155.0,0,6114.3867,50.9008,1,1986.6402,76.7339,1,-16963.0,303.0,0,3884.7119,43.7406,1,-17604.0,301.0,0
10,72,62,134,Sm,22379.0,358.0,0,4528.0,197.0,0,2795.0,198.0,0,-19846.0,445.0,0,3667.0,201.0,0,-22211.0,357.0,0
8,71,63,134,Eu,23743.0,500.0,0,2751.0,335.0,0,3244.0,361.0,0,999999.0,999999.0,1,8318.0,304.0,0,-21812.0,583.0,0
6,70,64,134,Gd,999999.0,999999.0,1,968.0,500.0,0,3745.0,565.0,0,999999.0,999999.0,1,8412.0,499.0,0,999999.0,999999.0,1
39,87,48,135,Cd,4823.0,447.0,0,999999.0,999999.0,1,-9505.0,500.0,0,27812.0,400.0,0,999999.0,999999.0,1,11078.0,447.0,0
37,86,49,135,In,5563.0,361.0,0,32608.0,583.0,0,-8785.0,583.0,0,22580.0,300.0,0,999999.0,999999.0,1,11252.0,300.0,0
35,85,50,135,Sn,5900.998,3.6158,1,31070.0,200.0,0,-7845.4077,19.4825,1,17096.538,3.5235,1,-28461.0,300.0,0,5315.4337,4.3472,1
33,84,51,135,Sb,6909.4552,4.0932,1,26578.0,200.0,0,-4090.8788,3.4402,1,14088.8475,3.3488,1,-25009.0,200.0,0,4772.102,3.8097,1
31,83,52,135,Te,10934.2935,2.6898,1,21432.8421,2.5674,1,-2889.1273,4.0097,1,8684.5745,4.0526,1,-18584.0026,3.6051,1,-1756.6685,5.1531,1
29,82,53,135,I,14064.514,6.251,1,19433.6087,3.7452,1,-4222.6839,2.93,1,3802.7768,2.0869,1,-17049.1468,3.7003,1,-3724.6633,2.0599,1
27,81,54,135,Xe,14912.4179,4.3838,1,18054.174,4.2103,1,-3627.2591,3.669,1,1437.29,3.6666,1,-11168.5835,4.5826,1,-7593.5175,3.6685,1
25,80,55,135,Cs,15653.6496,0.3635,1,16302.5968,5.9131,1,-2564.1451,0.7055,1,-938.499,9.4342,1,-10827.4878,4.8703,1,-6703.2724,0.3021,1
23,79,56,135,Ba,16439.7789,1.0219,1,14785.0139,2.4125,1,-1861.9957,0.2454,1,-3234.3472,10.2641,1,-7013.7914,0.2454,1,-10703.3141,19.9311,1
21,78,57,135,La,17291.7019,29.4938,1,13150.4566,9.4324,1,-1012.7993,9.434,1,-5707.5857,15.1203,1,-7041.2633,9.4324,1,-9881.8773,22.4631,1
19,77,58,135,Ce,18340.7205,19.3095,1,11640.7377,10.314,1,-362.2652,10.2746,1,-8402.6879,21.7085,1,-2955.2765,10.2645,1,-14159.6261,22.7628,1
17,76,59,135,Pr,19140.9167,17.1999,1,10019.4223,30.3408,1,408.4769,30.3408,1,-10873.5429,83.741,1,-3006.1842,23.1699,1,-13360.7473,16.7124,1
15,75,60,135,Nd,20023.8757,50.3494,1,8373.3386,25.1659,1,1069.9125,37.9718,1,-13356.3976,155.8066,1,1330.3075,27.955,1,-17521.0294,46.0751,1
13,74,61,135,Pm,20797.3122,96.9694,1,6702.6798,83.8396,1,1813.4189,95.2966,1,-15915.0,212.0,0,1176.6995,85.356,1,-16758.0,212.0,0
11,73,62,135,Sm,21769.0,336.0,0,5102.7841,161.49,1,2485.9024,157.0574,1,-18608.0,428.0,0,5500.2495,155.0789,1,-21128.0,337.0,0
9,72,63,135,Eu,23054.0,357.0,0,3318.0,202.0,0,3198.0,280.0,0,-21095.0,445.0,0,5327.0,200.0,0,-20689.0,445.0,0
7,71,64,135,Gd,24332.0,640.0,0,1597.0,499.0,0,3606.0,565.0,0,999999.0,999999.0,1,9837.0,445.0,0,999999.0,999999.0,1
5,70,65,135,Tb,999999.0,999999.0,1,395.0,499.0,0,3986.0,565.0,0,999999.0,999999.0,1,9459.0,500.0,0,999999.0,999999.0,1
38,87,49,136,In,5143.0,361.0,0,999999.0,999999.0,1,-8995.0,583.0,0,23537.0,300.0,0,999999.0,999999.0,1,11591.0,300.0,0
36,86,50,136,Sn,5879.0,200.0,0,31288.0,361.0,0,-8130.0,209.0,0,18255.0,200.0,0,-30639.0,447.0,0,5449.0,200.0,0
34,85,51,136,Sb,6630.5217,6.5903,1,27115.0,200.0,0,-4520.2518,60.3149,1,15038.3351,15.339,1,-24686.0,300.0,0,5150.5827,6.0786,1
32,84,52,136,Te,8034.163,3.5701,1,22569.4626,3.903,1,-303.6415,3.0177,1,12003.891,2.281,1,-21081.998,3.8278,1,1282.5824,3.0734,1
30,83,53,136,I,11644.421,14.9963,1,20104.1628,14.5172,1,-2334.8589,14.4009,1,6793.6304,14.3111,1,-17143.8635,14.4316,1,-1203.1779,14.6546,1
28,82,54,136,Xe,14445.9718,0.0087,1,18473.36,2.7464,1,-3665.8889,3.4863,1,2457.909,0.2448,1,-15989.3509,1.7223,1,-6918.5317,0.3635,1
26,81,55,136,Cs,15590.3258,1.873,1,16873.3574,5.2054,1,-3060.2693,4.4761,1,-301.3673,53.2039,1,-9848.6464,2.7826,1,-6559.5183,1.8574,1
24,80,56,136,Ba,16079.7131,0.1067,1,15339.1868,0.2448,1,-2033.0205,0.2448,1,-2378.5294,0.2126,1,-9762.6854,3.6667,1,-10314.9397,9.43,1
22,79,57,136,La,16961.465,56.7833,1,13724.2645,53.171,1,-1309.7104,53.1811,1,-4697.0669,54.3908,1,-5744.5022,53.1722,1,-9492.4982,54.153,1
20,78,58,136,Ce,17818.2877,20.3894,1,12136.4898,0.2379,1,-498.5626,1.102,1,-7309.2524,11.8219,1,-5946.8661,0.2161,1,-13643.996,11.8219,1
18,77,59,136,Pr,18955.0574,23.3229,1,10699.7042,22.9869,1,-41.7592,38.1202,1,-10170.4981,70.0161,1,-1985.9343,14.8372,1,-13198.1192,22.2951,1
16,76,60,136,Nd,19695.4909,16.7124,1,8944.3412,23.5642,1,844.4745,23.5818,1,-12388.3983,17.1999,1,-1871.9608,15.654,1,-17208.2865,83.741,1
14,75,61,136,Pm,20548.6505,80.7966,1,7219.8653,71.9986,1,1632.6252,74.8658,1,-14926.0,207.0,0,2476.9781,70.0764,1,-16384.0187,169.3543,1
12,74,62,136,Sm,21577.0,196.0,0,5742.3986,17.1999,1,2190.0002,27.2412,1,-17721.0,298.0,0,2113.7496,22.8483,1,-20734.0,196.0,0
10,73,63,136,Eu,22586.0,358.0,0,4058.0,200.0,0,2959.0,246.0,0,-20344.0,537.0,0,6530.0,212.0,0,-20065.0,445.0,0
8,72,64,136,Gd,23703.0,499.0,0,2292.0,357.0,0,3625.0,423.0,0,999999.0,999999.0,1,6479.0,336.0,0,-24108.0,499.0,0
6,71,65,136,Tb,999999.0,999999.0,1,677.0,583.0,0,3876.0,640.0,0,999999.0,999999.0,1,10959.0,537.0,0,999999.0,999999.0,1
39,88,49,137,In,4862.0,500.0,0,999999.0,999999.0,1,-9175.0,640.0,0,24230.0,403.0,0,999999.0,999999.0,1,12269.0,447.0,0
37,87,50,137,Sn,5660.0,300.0,0,31907.0,500.0,0,-8435.0,361.0,0,19154.0,300.0,0,999999.0,999999.0,1,6286.0,300.0,0
35,86,51,137,Sb,6512.6963,52.2304,1,27528.0,304.0,0,-4795.0,207.0,0,16295.8761,52.833,1,-26379.0,304.0,0,6293.5687,52.2135,1
33,85,52,137,Te,7717.608,2.7163,1,23249.452,3.723,1,-854.7877,2.835,1,13079.6519,2.103,1,-20423.0,200.0,0,2170.1444,14.3427,1
31,84,53,137,I,8719.7249,8.6328,1,21243.8784,8.7894,1,142.3287,8.9479,1,10189.5038,8.3889,1,-19138.35,10.2111,1,2001.5836,8.3834,1
29,83,54,137,Xe,12112.6854,3.6699,1,19232.5659,1.7254,1,-1871.197,2.0687,1,5337.9868,0.2689,1,-15247.1059,2.2833,1,-4115.8771,1.8759,1
27,82,55,137,Cs,15106.4519,0.3426,1,17344.5347,2.08,1,-3113.3863,5.9096,1,595.093,1.6322,1,-14289.5187,14.1913,1,-5730.0112,0.1854,1
25,81,56,137,Ba,16013.3821,0.0788,1,15885.9782,3.6672,1,-2502.7336,2.4128,1,-1802.6356,0.2727,1,-8581.2017,0.2483,1,-9755.2312,53.1715,1
23,80,57,137,La,16640.0438,9.5684,1,14136.8509,1.6471,1,-1494.8381,1.64,1,-3939.0515,8.2887,1,-8090.9813,2.4653,1,-8703.6335,1.6076,1
21,79,58,137,Ce,17445.0938,10.2675,1,12646.0526,0.2668,1,-790.1691,1.0553,1,-6334.7962,11.7301,1,-4320.6571,0.2639,1,-12649.6625,11.4572,1
19,78,59,137,Pr,18408.5779,14.347,1,11136.2983,12.4533,1,-132.3378,29.1049,1,-9128.9555,15.3704,1,-4453.2971,53.7897,1,-12073.8344,14.347,1
17,77,60,137,Nd,19512.9855,22.435,1,9545.6035,15.584,1,409.3383,20.1228,1,-11592.3137,30.458,1,-364.3903,11.7291,1,-16485.3644,70.0608,1
15,76,61,137,Pm,20153.1654,83.9224,1,7714.9284,17.5988,1,1439.8173,18.0623,1,-13926.9546,13.7562,1,-21.4084,17.3572,1,-15333.2772,18.0623,1
13,75,62,137,Sm,21277.0694,157.2533,1,6355.9778,34.4187,1,1915.8089,54.6625,1,-16778.0,299.0,0,3918.671,30.9586,1,-19819.0,198.0,0
11,74,63,137,Eu,22141.0,196.0,0,4661.5167,83.0185,1,2836.8335,50.4908,1,-19179.0,401.0,0,3735.0481,69.2113,1,-19127.0,298.0,0
9,73,64,137,Gd,23106.0,499.0,0,2934.0,336.0,0,3593.0,422.0,0,999999.0,999999.0,1,8308.0,298.0,0,-23385.0,582.0,0
7,72,65,137,Tb,24057.0,566.0,0,1397.0,446.0,0,3844.0,499.0,0,999999.0,999999.0,1,7988.0,446.0,0,999999.0,999999.0,1
38,88,50,138,Sn,5483.0,447.0,0,999999.0,999999.0,1,-8475.0,500.0,0,20186.0,400.0,0,999999.0,999999.0,1,6479.0,403.0,0
36,87,51,138,Sb,6286.0,300.0,0,28258.0,424.0,0,-5105.0,361.0,0,17330.0,300.0,0,-26109.0,500.0,0,6583.0,300.0,0
34,86,52,138,Te,7413.3516,4.4206,1,24104.0,200.0,0,-1687.1519,4.9366,1,14276.2495,4.7119,1,-22835.0,300.0,0,2588.9557,9.199,1
32,85,53,138,I,8577.3211,15.3896,1,22050.9622,8.3381,1,-385.8215,6.7074,1,10907.1185,10.9278,1,-19208.4883,52.5032,1,2332.1864,5.9625,1
30,84,54,138,Xe,9685.7102,2.804,1,20124.9072,3.6146,1,136.5922,3.9249,1,8289.5615,2.815,1,-17957.4531,3.5035,1,-1497.79,2.8202,1
28,83,55,138,Cs,12690.8092,9.3448,1,17919.7456,16.8872,1,-1268.5042,10.3665,1,3626.38,9.1645,1,-13819.7307,12.4161,1,-3236.9453,9.1584,1
26,82,56,138,Ba,15517.3627,0.0791,1,16410.5777,0.2494,1,-2560.8872,0.2494,1,-695.9392,0.4438,1,-13167.3628,0.2699,1,-9192.2586,1.6235,1
24,81,57,138,La,16618.5565,53.1726,1,14752.4952,1.8891,1,-2047.1586,0.416,1,-3384.5415,10.0081,1,-7256.6068,0.3817,1,-8665.9609,0.4361,1
