N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
42,133,91,224,Pa,14344.646,86.923,1,7337.3884,8.7138,1,7693.6799,4.4721,1,-8169.8965,29.9029,1,-1251.6749,10.2028,1,-10254.2451,59.5136,1
40,132,92,224,U,14672.7796,54.184,1,6038.2906,18.2971,1,8628.2368,6.7512,1,-9538.0,300.0,0,-931.6826,17.1326,1,-12987.2104,84.2557,1
38,131,93,224,Np,15385.0296,47.7944,1,4610.0555,91.3085,1,9328.9344,29.6829,1,-11228.0,401.0,0,2405.6621,80.9737,1,-12160.0,301.0,0
36,130,94,224,Pu,15922.0,424.0,0,3570.0,304.0,0,9842.0,316.0,0,999999.0,999999.0,1,1946.0,306.0,0,-15491.0,424.0,0
34,129,95,224,Am,999999.0,999999.0,1,2592.0,401.0,0,10361.0,401.0,0,999999.0,999999.0,1,5313.0,408.0,0,999999.0,999999.0,1
57,141,84,225,Po,8641.0,358.0,0,999999.0,999999.0,1,999999.0,999999.0,1,8046.0,300.0,0,999999.0,999999.0,1,-1202.0,301.0,0
55,140,85,225,At,9271.0,300.0,0,16518.0,500.0,0,3675.0,424.0,0,6479.0,300.0,0,-14059.0,500.0,0,-217.0,300.0,0
53,139,86,225,Rn,9998.2314,13.6115,1,15122.0,196.0,0,4335.4705,22.5108,1,4541.0996,11.438,1,-10665.0,196.0,0,-3285.7893,15.7809,1
51,138,87,225,Fr,10704.3635,12.1066,1,14185.3484,18.3966,1,4612.9568,18.3966,1,2183.297,12.8514,1,-11179.3872,25.3573,1,-3076.5486,12.0886,1
49,137,88,225,Ra,11382.8376,2.9683,1,12974.637,8.2414,1,5096.7734,5.0907,1,-317.1492,5.6527,1,-7741.0259,10.1518,1,-6312.4222,4.7218,1
47,136,89,225,Ac,12330.386,8.2776,1,11322.9665,4.6932,1,5935.138,1.4294,1,-2719.3351,81.9981,1,-7400.2805,12.1484,1,-6429.5936,10.6775,1
45,135,90,225,Th,13217.8453,9.3046,1,9500.9943,5.4293,1,6921.3999,2.1213,1,-5061.8083,11.0526,1,-3804.6108,5.3017,1,-9623.4763,8.9473,1
43,134,91,225,Pa,14123.6104,111.4386,1,8046.3569,82.1503,1,7400.6757,58.859,1,-7261.4579,122.8614,1,-3166.4787,81.9568,1,-9457.3684,83.2622,1
41,133,92,225,U,14815.9132,59.8619,1,6591.343,12.6161,1,8007.1594,5.8969,1,-8928.0,300.0,0,87.4494,13.7227,1,-12731.5646,30.5827,1
39,132,93,225,Np,15183.121,123.5314,1,5297.4586,118.7978,1,8818.2451,69.77,1,-10772.0,410.0,0,466.7758,91.9259,1,-11734.0,314.0,0
37,131,94,225,Pu,15963.0,424.0,0,4323.0,306.0,0,9355.0,308.0,0,999999.0,999999.0,1,3269.0,300.0,0,-15031.0,500.0,0
35,130,95,225,Am,16452.0,500.0,0,2846.0,408.0,0,10055.0,447.0,0,999999.0,999999.0,1,3069.0,401.0,0,999999.0,999999.0,1
58,142,84,226,Po,8504.0,446.0,0,999999.0,999999.0,1,999999.0,999999.0,1,8801.0,401.0,0,999999.0,999999.0,1,-822.0,500.0,0
56,141,85,226,At,9194.0,301.0,0,16988.0,500.0,0,3285.0,424.0,0,7139.0,300.0,0,999999.0,999999.0,1,55.0,300.0,0
54,140,86,226,Rn,9840.5409,14.3558,1,15741.0,196.0,0,3836.0102,41.4018,1,5079.618,10.6528,1,-13122.0,300.0,0,-3144.7263,15.9052,1
52,139,87,226,Fr,10370.7111,12.797,1,14768.4207,23.2078,1,4142.5952,17.0169,1,3211.3386,6.9588,1,-10068.0,300.0,0,-2543.8221,6.7494,1
50,138,88,226,Ra,11300.8929,1.909,1,13355.4648,10.0017,1,4870.7028,0.2545,1,469.9265,4.7252,1,-10155.5385,11.305,1,-6041.0473,4.928,1
48,137,89,226,Ac,12067.5829,4.9569,1,12017.3556,11.5998,1,5506.1819,8.071,1,-1724.3987,11.5921,1,-6800.3721,12.3482,1,-6072.3099,5.8762,1
46,136,90,226,Th,12940.5675,10.5126,1,10206.1254,4.6292,1,6452.5282,1.0117,1,-4131.1483,11.8671,1,-6084.3654,5.0638,1,-9230.3089,81.9738,1
44,135,91,226,Pa,13971.3875,13.4005,1,8778.4902,11.8533,1,6986.8864,10.1805,1,-6783.277,102.6642,1,-2892.6764,12.1358,1,-9409.7194,14.8938,1
42,134,92,226,U,14556.529,18.7879,1,7244.7252,14.5666,1,7700.8428,4.2662,1,-8301.0,201.0,0,-2270.3663,12.0843,1,-12360.6185,92.2786,1
40,133,93,226,Np,15358.007,106.0821,1,5623.4165,102.3317,1,8327.5999,54.0015,1,-10153.0,317.0,0,1171.2656,130.8294,1,-11555.0,317.0,0
38,132,94,226,Pu,15793.0,361.0,0,4691.0,201.0,0,8932.0,207.0,0,999999.0,999999.0,1,969.0,201.0,0,-14832.0,447.0,0
36,131,95,226,Am,16433.0,500.0,0,3640.0,301.0,0,9270.0,302.0,0,999999.0,999999.0,1,4063.0,314.0,0,999999.0,999999.0,1
59,143,84,227,Po,8442.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,9395.0,401.0,0,999999.0,999999.0,1,-451.0,500.0,0
57,142,85,227,At,9012.0,424.0,0,999999.0,999999.0,1,2765.0,500.0,0,7748.0,300.0,0,999999.0,999999.0,1,612.0,300.0,0
55,141,86,227,Rn,9790.9447,17.9622,1,16272.0,300.0,0,3382.0,196.0,0,5708.3708,14.2245,1,-11952.0,401.0,0,-2706.023,15.4067,1
53,140,87,227,Fr,10280.7929,13.3416,1,15195.0,300.0,0,3829.5211,15.1664,1,3832.9302,6.2051,1,-12266.0,300.0,0,-2056.4486,6.2053,1
51,139,88,227,Ra,10958.2159,2.8639,1,13934.6215,11.3082,1,4362.8095,8.0604,1,1372.7048,2.4032,1,-8858.7009,10.6562,1,-5203.0552,3.2841,1
49,138,89,227,Ac,11930.4262,4.6912,1,12549.0292,12.1059,1,5042.2697,0.1425,1,-980.8557,7.2775,1,-8959.9956,6.5213,1,-5419.4524,4.7467,1
47,137,90,227,Th,12648.0699,5.4285,1,10766.2267,2.9667,1,6146.5981,0.1,1,-3240.2746,8.7323,1,-5151.7878,2.388,1,-8300.1587,11.3809,1
45,136,91,227,Pa,13668.9055,82.1777,1,9384.8764,8.5451,1,6580.3999,2.1213,1,-5748.6477,77.3202,1,-4767.8013,7.8076,1,-8569.7449,13.1763,1
43,135,92,227,U,14469.6036,12.9804,1,7843.1013,9.7929,1,7234.7157,3.0539,1,-7725.0,100.0,0,-1441.5867,9.5235,1,-11843.1612,102.4041,1
41,134,93,227,Np,15181.7157,119.6669,1,6355.5639,112.3646,1,7816.4881,14.3963,1,-9601.0,215.0,0,-743.5524,77.778,1,-11122.0,215.0,0
39,133,94,227,Pu,15673.0,316.0,0,5180.0,100.0,0,8300.0,116.0,0,999999.0,999999.0,1,2152.0,100.0,0,-14271.0,316.0,0
37,132,95,227,Am,16353.0,447.0,0,4016.0,220.0,0,9096.0,217.0,0,999999.0,999999.0,1,2074.0,225.0,0,999999.0,999999.0,1
58,143,85,228,At,8923.0,500.0,0,999999.0,999999.0,1,2385.0,565.0,0,8496.0,400.0,0,999999.0,999999.0,1,923.0,400.0,0
56,142,86,228,Rn,9646.3634,20.5489,1,16883.0,401.0,0,2908.0,196.0,0,6303.2721,17.7895,1,-14326.0,401.0,0,-2510.2969,18.6354,1
54,141,87,228,Fr,10278.9544,9.1723,1,15854.0,300.0,0,3248.2873,23.3474,1,4489.5673,7.0496,1,-11335.0,300.0,0,-1864.5606,7.0073,1
52,140,88,228,Ra,10870.0176,2.319,1,14384.9416,10.6653,1,4070.1799,10.015,1,2169.2947,2.5674,1,-11234.6114,14.2313,1,-4980.6388,2.3398,1
50,139,89,228,Ac,11557.1831,3.4488,1,13203.8276,6.5725,1,4721.1237,11.3723,1,-28.9448,4.7801,1,-8076.7622,6.2589,1,-4981.4231,2.5566,1
48,138,90,228,Th,12569.3858,4.627,1,11474.6183,1.8998,1,5520.1511,0.2236,1,-2449.1013,13.5578,1,-7695.5354,1.9189,1,-8130.7892,7.372,1
46,137,91,228,Pa,13252.637,11.9423,1,9963.5442,5.166,1,6264.5352,1.4552,1,-4902.0,100.0,0,-4214.8872,4.6037,1,-8192.7528,9.4496,1
44,136,92,228,U,14251.4328,17.3639,1,8555.5905,14.1363,1,6799.5044,9.4509,1,-6887.8081,26.915,1,-3873.7292,13.6157,1,-11430.3355,78.1432,1
42,135,93,228,Np,15134.0,143.0,0,6786.0,101.0,0,7538.0,100.0,0,-9024.0,224.0,0,-294.0,101.0,0,-11016.0,141.0,0
40,134,94,228,Pu,15664.0,202.0,0,5798.9307,25.7955,1,7940.2027,17.6755,1,999999.0,999999.0,1,-226.1957,24.8048,1,-14143.0,202.0,0
38,133,95,228,Am,16263.0,361.0,0,4545.0,225.0,0,8392.0,202.0,0,999999.0,999999.0,1,2982.0,215.0,0,999999.0,999999.0,1
59,144,85,229,At,8683.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,9221.0,400.0,0,999999.0,999999.0,1,1575.0,400.0,0
57,143,86,229,Rn,9666.0708,19.1994,1,17496.0,401.0,0,2358.0,300.0,0,6800.4372,20.211,1,999999.0,999999.0,1,-2093.1393,14.6758,1
55,142,87,229,Fr,10156.8278,7.7332,1,16340.0,300.0,0,2944.0,300.0,0,4978.3172,13.1015,1,-13501.0,400.0,0,-1343.2588,5.3522,1
53,141,88,229,Ra,10758.1371,15.563,1,14901.8139,20.9038,1,3602.9038,19.0396,1,2976.4456,15.6269,1,-9970.4746,23.4714,1,-4404.0093,15.5821,1
51,140,89,229,Ac,11302.2148,12.2617,1,13570.4511,13.4696,1,4444.4184,17.0248,1,793.088,12.5458,1,-9983.2561,13.8547,1,-4152.2814,12.2433,1
49,139,90,229,Th,12361.8779,2.8041,1,12169.8888,2.6906,1,5167.5578,1.0244,1,-1625.1027,6.3526,1,-6643.6481,2.7057,1,-7409.3997,4.8432,1
47,138,91,229,Pa,13076.1586,7.7918,1,10530.6088,2.9642,1,5834.6274,4.2622,1,-3904.5293,101.2269,1,-6286.7768,3.6022,1,-7394.4707,13.846,1
45,137,92,229,U,13977.0498,10.2579,1,9172.0813,6.2283,1,6475.5112,3.0534,1,-6184.3039,60.9033,1,-2849.2507,6.1171,1,-10686.0,100.0,0
43,136,93,229,Np,14920.2769,127.1239,1,7606.9352,101.429,1,7019.8216,59.4531,1,-8379.0362,146.7848,1,-2411.1923,101.2606,1,-10377.7494,103.8252,1
41,135,94,229,Pu,15518.0,117.0,0,6228.0519,61.2064,1,7598.0069,59.8141,1,999999.0,999999.0,1,885.9519,62.0915,1,-13526.0,209.0,0
39,134,95,229,Am,16142.0,227.0,0,4976.5467,131.2872,1,8137.3999,54.0015,1,999999.0,999999.0,1,1066.0,146.0,0,999999.0,999999.0,1
58,144,86,230,Rn,9216.0,201.0,0,999999.0,999999.0,1,2196.0,448.0,0,7653.0,201.0,0,999999.0,999999.0,1,-1570.0,200.0,0
56,143,87,230,Fr,10040.0888,9.3864,1,16971.0,400.0,0,2402.0,300.0,0,5648.3823,17.1333,1,-12692.0,400.0,0,-1146.5122,16.7693,1
54,142,88,230,Ra,10566.5244,10.4877,1,15305.1026,20.4573,1,3344.1964,14.6895,1,3653.7941,10.367,1,-12135.0651,16.6156,1,-4244.9484,15.895,1
52,141,89,230,Ac,11198.9038,15.9732,1,14123.7771,17.2068,1,3892.9309,17.0169,1,1664.8432,16.1242,1,-9118.8382,16.6063,1,-3818.4489,16.0169,1
50,140,90,230,Th,12051.0239,1.1439,1,12655.6246,1.7579,1,4770.0202,1.5149,1,-752.5051,4.5074,1,-8988.4221,15.4881,1,-7105.6545,3.1402,1
48,139,91,230,Pa,12892.6919,5.1293,1,11299.053,3.3912,1,5439.4263,0.7102,1,-3063.0724,55.0819,1,-5805.3642,12.4847,1,-7108.3949,6.5947,1
46,138,92,230,U,13747.6201,14.1452,1,9733.8248,4.6543,1,5992.4518,0.5038,1,-5317.153,15.0786,1,-5259.4714,4.994,1,-10257.6788,101.2651,1
44,137,93,230,Np,14731.0,114.0,0,8264.9255,55.1599,1,6778.0999,53.8516,1,-7635.0,153.0,0,-1949.2038,55.0981,1,-10229.6264,81.8508,1
42,136,94,230,Pu,15318.2752,27.417,1,6865.7732,19.6923,1,7178.4564,9.2888,1,999999.0,999999.0,1,-1567.4211,15.5446,1,-13319.562,107.3209,1
40,135,95,230,Am,16121.0,246.0,0,5531.0,175.0,0,7630.0,100.0,0,999999.0,999999.0,1,1781.0,175.0,0,999999.0,999999.0,1
59,145,86,231,Rn,8955.0,300.0,0,999999.0,999999.0,1,1844.0,500.0,0,8333.0,300.0,0,999999.0,999999.0,1,-1009.0,300.0,0
57,144,87,231,Fr,9730.3146,9.2079,1,17387.0,400.0,0,2225.0,300.0,0,6317.7219,15.1605,1,999999.0,999999.0,1,-507.049,12.8758,1
55,143,88,231,Ra,10488.1107,19.1753,1,15723.8539,17.3014,1,2905.7377,18.1059,1,4400.6776,11.4348,1,-11242.0,201.0,0,-3693.2162,19.4944,1
53,142,89,231,Ac,11069.7192,17.7962,1,14483.3425,13.967,1,3655.4921,14.3128,1,2338.5152,13.1606,1,-11012.8866,14.5896,1,-3170.9767,13.0968,1
51,141,90,231,Th,11912.3427,2.2135,1,13324.0943,15.4887,1,4213.431,1.5514,1,9.8589,2.4846,1,-7989.4663,10.3679,1,-6429.0505,2.8401,1
49,140,91,231,Pa,12615.1464,2.8486,1,11843.5404,12.2383,1,5149.9071,0.8253,1,-2199.3485,51.156,1,-7703.0194,15.9341,1,-6261.997,4.7117,1
47,139,92,231,U,13547.3043,6.4468,1,10357.5076,3.2607,1,5576.2769,1.6641,1,-4502.6252,22.2097,1,-4345.5311,2.4869,1,-9501.9818,55.0663,1
45,138,93,231,Np,14320.3272,113.3659,1,8851.1039,51.2319,1,6368.3999,50.636,1,-6786.0,304.0,0,-3838.8277,51.2307,1,-9379.8014,53.1403,1
43,137,94,231,Pu,15228.983,64.5017,1,7479.9851,22.7919,1,6838.6275,20.3531,1,-8961.0,301.0,0,-595.411,22.4766,1,-12635.0,145.0,0
41,136,95,231,Am,15913.0,318.0,0,5969.0,317.0,0,7406.0,310.0,0,999999.0,999999.0,1,-116.0,305.0,0,999999.0,999999.0,1
39,135,96,231,Cm,999999.0,999999.0,1,4703.0,306.0,0,8075.0,316.0,0,999999.0,999999.0,1,3048.0,300.0,0,999999.0,999999.0,1
58,145,87,232,Fr,9556.5703,15.4278,1,999999.0,999999.0,1,1768.0,400.0,0,6918.4113,19.1127,1,999999.0,999999.0,1,-214.9718,18.0139,1
56,144,88,232,Ra,10161.9867,13.7751,1,16251.0,200.0,0,2828.5731,19.9055,1,5050.2453,9.2607,1,-13342.0,300.0,0,-3337.2158,15.9313,1
54,143,89,232,Ac,10826.5993,20.514,1,14910.2876,14.5896,1,3345.286,14.6758,1,3207.8743,15.1165,1,-10215.1229,15.1605,1,-2732.7056,13.0976,1
52,142,90,232,Th,11558.4379,1.063,1,13647.538,10.3939,1,4081.5999,1.4,1,837.2647,2.1539,1,-10058.7492,11.4583,1,-6048.9459,1.7035,1
50,141,91,232,Pa,12369.6304,8.0327,1,12469.7796,17.5841,1,4626.9789,7.8851,1,-1413.0,100.0,0,-7105.2754,15.1165,1,-5930.721,7.9386,1
48,140,92,232,U,13148.2076,4.6552,1,10831.0086,1.1474,1,5413.63,0.09,1,-3751.4694,16.9519,1,-6495.3364,1.173,1,-9085.5592,51.1699,1
46,139,93,232,Np,14020.0,114.0,0,9392.0,100.0,0,6011.0,100.0,0,-6060.0,316.0,0,-3354.0,100.0,0,-9020.0,102.0,0
44,138,94,232,Pu,14713.8912,22.166,1,7832.0442,17.4251,1,6715.998,10.1758,1,-7972.0,202.0,0,-2734.0081,17.0793,1,-12120.0,300.0,0
42,137,95,232,Am,15595.0,332.0,0,6395.0,305.0,0,7170.0,316.0,0,999999.0,999999.0,1,507.0,304.0,0,-11921.0,424.0,0
40,136,96,232,Cm,999999.0,999999.0,1,5177.0,202.0,0,7800.0,200.0,0,999999.0,999999.0,1,735.0,203.0,0,999999.0,999999.0,1
59,146,87,233,Fr,9303.1586,21.0338,1,999999.0,999999.0,1,1606.0,400.0,0,7612.015,23.5099,1,999999.0,999999.0,1,351.779,21.596,1
57,145,88,233,Ra,10025.0624,14.2575,1,16793.0,300.0,0,2546.746,15.6227,1,5602.4194,8.7196,1,999999.0,999999.0,1,-2891.6793,15.6228,1
55,144,89,233,Ac,10597.4517,18.4426,1,15350.4796,15.1605,1,3214.8682,13.967,1,3818.627,13.1091,1,-12053.768,19.1127,1,-2209.9906,13.1181,1
53,143,90,233,Th,11226.8043,1.0749,1,14062.7879,11.4586,1,3744.7638,15.5063,1,1812.5313,2.1566,1,-9054.284,9.2611,1,-5286.2244,7.7342,1
51,142,91,233,Pa,12077.5636,1.6619,1,12851.3848,13.1091,1,4374.5584,12.1829,1,-459.1205,50.9773,1,-8953.9837,13.1091,1,-5191.353,1.8061,1
49,141,92,233,U,13029.4766,3.1577,1,11474.6416,2.059,1,4908.6781,1.18,1,-3132.7245,54.2191,1,-5816.5699,2.1551,1,-8512.0,100.0,0
47,140,93,233,Np,13817.7917,72.2009,1,10053.7491,50.9546,1,5626.7668,50.8749,1,-5336.0,125.0,0,-5286.9889,51.5263,1,-8483.7019,53.6984,1
45,139,94,233,Pu,14399.3774,58.4762,1,8332.0582,54.2362,1,6416.2999,53.8516,1,-7241.5039,97.5152,1,-1846.5808,54.198,1,-11439.0,305.0,0
43,138,95,233,Am,15268.0,321.0,0,6917.0,125.0,0,7059.0,53.0,0,-9486.0,259.0,0,-1363.0,152.0,0,-11119.0,231.0,0
41,137,96,233,Cm,16119.0,311.0,0,5593.1795,84.0266,1,7473.4999,53.8516,1,999999.0,999999.0,1,1643.4538,82.8185,1,999999.0,999999.0,1
39,136,97,233,Bk,999999.0,999999.0,1,4217.0,380.0,0,8166.0,207.0,0,999999.0,999999.0,1,2063.0,380.0,0,999999.0,999999.0,1
58,146,88,234,Ra,9708.9621,12.4106,1,999999.0,999999.0,1,2336.0,200.0,0,6317.6712,8.7741,1,999999.0,999999.0,1,-2448.7262,15.5032,1
56,145,89,234,Ac,10455.8646,19.1127,1,15809.5819,19.76,1,2929.5101,15.4278,1,4502.3246,14.5599,1,-11367.8289,24.039,1,-1961.7659,14.0448,1
54,144,90,234,Th,10976.3879,2.5727,1,14461.9393,9.5102,1,3671.7365,10.6168,1,2467.9987,2.4371,1,-11010.0747,8.9838,1,-4947.7703,2.5322,1
52,143,91,234,Pa,11750.3149,8.5805,1,13393.4953,13.6685,1,4075.5678,16.3561,1,384.0643,9.2319,1,-8258.1386,13.6685,1,-4651.5592,4.4539,1
50,142,92,234,U,12607.1219,1.5743,1,11879.6926,0.9222,1,4857.5319,0.6763,1,-2205.0269,6.8103,1,-7875.654,0.9261,1,-7874.8895,50.972,1
48,141,93,234,Np,13547.0,100.0,0,10569.6852,11.2642,1,5356.3467,8.8129,1,-4507.0,160.0,0,-4823.5758,8.3613,1,-8168.348,54.8204,1
46,140,94,234,Pu,14153.5644,18.1525,1,8837.4011,6.8956,1,6310.0537,5.0871,1,-6372.4246,18.3318,1,-3858.0958,7.0815,1,-11006.0,114.0,0
44,139,95,234,Am,15101.0,340.0,0,7476.0,188.0,0,6800.0,150.0,0,-8934.0,221.0,0,-776.0,168.0,0,-10903.0,179.0,0
42,138,96,234,Cm,15753.0,202.0,0,6216.4458,23.9613,1,7365.3254,9.1001,1,999999.0,999999.0,1,-618.3957,56.7842,1,-14120.0,233.0,0
40,137,97,234,Bk,999999.0,999999.0,1,4602.0,337.0,0,8098.5999,53.9638,1,999999.0,999999.0,1,2821.0,191.0,0,999999.0,999999.0,1
59,147,88,235,Ra,9347.0,300.0,0,999999.0,999999.0,1,2155.0,424.0,0,7112.0,300.0,0,999999.0,999999.0,1,-1783.0,300.0,0
57,146,89,235,Ac,10093.5134,19.1127,1,16140.8344,24.039,1,2851.6694,15.9688,1,5068.2594,19.76,1,999999.0,999999.0,1,-1327.1161,14.2103,1
55,145,90,235,Th,10856.5248,13.1184,1,14894.2502,15.6228,1,3376.3498,17.3014,1,3098.9714,13.0886,1,-10201.8466,15.5032,1,-4392.4342,13.6685,1
53,144,91,235,Pa,11343.1458,14.0361,1,13597.0788,19.1127,1,4101.1318,19.1127,1,1245.8565,14.0412,1,-9841.2649,19.76,1,-3927.3768,14.018,1
51,143,92,235,U,12142.9649,1.9958,1,12390.8022,0.9059,1,4678.0559,0.6911,1,-1263.564,20.4987,1,-6983.1469,2.4287,1,-7107.3413,8.3237,1
49,142,93,235,Np,13048.1227,50.9725,1,11024.3083,1.1662,1,5193.7905,1.472,1,-3581.5579,52.7848,1,-6584.7967,4.0835,1,-7378.2602,6.8573,1
47,141,94,235,Pu,14012.1253,57.9272,1,9314.7069,20.5905,1,5951.4789,20.3469,1,-5831.0,104.0,0,-3251.5841,20.4992,1,-10351.0,161.0,0
45,140,95,235,Am,14803.0,126.0,0,7901.8708,73.3619,1,6575.9999,13.0,1,-8145.0,404.0,0,-2619.1745,53.4332,1,-10169.1269,55.4591,1
43,139,96,235,Cm,15422.0,131.0,0,6616.0,116.0,0,7280.0,100.0,0,999999.0,999999.0,1,375.0,103.0,0,-13453.0,184.0,0
41,138,97,235,Bk,16144.0,463.0,0,5093.0,416.0,0,7935.0,500.0,0,999999.0,999999.0,1,1020.0,431.0,0,999999.0,999999.0,1
58,147,89,236,Ac,9762.833,40.6669,1,999999.0,999999.0,1,2723.2474,40.6669,1,5887.0427,40.6669,1,999999.0,999999.0,1,-868.0742,40.3564,1
56,146,90,236,Th,10500.3917,14.2103,1,15253.3688,16.2945,1,3333.3314,16.7023,1,3810.6206,14.0166,1,-12163.0,300.0,0,-4105.0162,19.76,1
54,145,91,236,Pa,11147.5511,14.5599,1,14085.1817,19.76,1,3754.616,19.1127,1,1955.8613,52.3214,1,-9312.1763,19.76,1,-3656.1455,14.0169,1
52,144,92,236,U,11843.0136,0.3332,1,12746.3183,2.4204,1,4572.9562,0.8731,1,-456.9263,1.6332,1,-8862.1429,13.0883,1,-6669.7803,0.8894,1
50,143,93,236,Np,12719.3481,51.0954,1,11538.7184,50.5716,1,5006.629,50.9333,1,-2662.0,129.0,0,-6199.7782,52.3214,1,-6875.5708,54.4139,1
48,142,94,236,Pu,13591.1142,6.8961,1,9821.3933,1.5763,1,5867.1471,0.0814,1,-4951.3119,17.6987,1,-5306.2452,1.5913,1,-9794.412,52.7955,1
46,141,95,236,Am,14564.0,199.0,0,8492.0,119.0,0,6256.1999,64.0312,1,-7501.0,380.0,0,-2291.0,119.0,0,-10044.0,157.0,0
44,140,96,236,Cm,15012.2269,24.4952,1,7075.1083,18.8516,1,7066.9897,5.0864,1,999999.0,999999.0,1,-1618.4973,27.0476,1,-12989.0,401.0,0
42,139,97,236,Bk,15996.0,392.0,0,5498.0,394.0,0,7697.0,200.0,0,999999.0,999999.0,1,1628.0,364.0,0,999999.0,999999.0,1
59,148,89,237,Ac,9480.0,400.0,0,999999.0,999999.0,1,2675.0,400.0,0,6493.0,400.0,0,999999.0,999999.0,1,-306.0,400.0,0
57,147,90,237,Th,10205.2927,20.514,1,15753.0,300.0,0,3196.1195,18.0212,1,4564.9641,15.881,1,999999.0,999999.0,1,-3450.1758,21.1184,1
55,146,91,237,Pa,10903.9133,19.1127,1,14407.4787,19.1127,1,3794.6703,18.4426,1,2656.0243,13.0889,1,-10982.3452,40.3564,1,-2988.2765,13.0883,1
53,145,92,237,U,11671.2854,0.5268,1,13205.5628,13.0962,1,4233.5748,0.9911,1,298.4708,1.3843,1,-8154.0406,14.024,1,-6059.2786,50.4173,1
51,144,93,237,Np,12314.0811,0.9124,1,11995.2436,14.0172,1,4957.273,0.7363,1,-1698.0,59.0,0,-7751.3267,14.0172,1,-6101.227,1.6407,1
49,143,94,237,Pu,13233.3202,20.5405,1,10405.0622,1.3239,1,5747.6353,2.2559,1,-4155.4891,74.4156,1,-4641.8908,1.3073,1,-9020.0,119.0,0
47,142,95,237,Am,14198.0,79.0,0,9051.0,59.0,0,6196.0,30.0,0,-6640.0,238.0,0,-4097.0,78.0,0,-9354.0,62.0,0
45,141,96,237,Cm,14909.0,127.0,0,7513.1371,77.1723,1,6770.3999,50.9902,1,-8691.1039,122.5121,1,-943.3279,74.4139,1,-12366.0,368.0,0
43,140,97,237,Bk,15703.0,462.0,0,5993.0,236.0,0,7500.0,200.0,0,999999.0,999999.0,1,-120.0,259.0,0,999999.0,999999.0,1
41,139,98,237,Cf,999999.0,999999.0,1,4653.0,141.0,0,8219.9999,53.8516,1,999999.0,999999.0,1,2796.464,98.918,1,999999.0,999999.0,1
58,148,90,238,Th,9873.0,284.0,0,999999.0,999999.0,1,3169.0,283.0,0,5217.0,283.0,0,999999.0,999999.0,1,-3074.0,284.0,0
56,147,91,238,Pa,10582.5478,21.1184,1,14904.8966,41.3441,1,3627.9328,21.1184,1,3439.4459,15.8762,1,-10415.0,400.0,0,-2567.4079,15.881,1
54,146,92,238,U,11279.4859,1.1755,1,13525.4126,14.0519,1,4269.8581,2.1157,1,1144.5839,1.2169,1,-9936.3361,15.9056,1,-5635.1852,1.1838,1
52,145,93,238,Np,12066.1324,50.4158,1,12457.2997,14.0186,1,4690.8116,3.9971,1,-966.824,58.9018,1,-7361.9972,13.0904,1,-5708.383,1.3098,1
50,144,94,238,Pu,12880.9961,1.5888,1,10859.3759,0.3603,1,5593.2729,0.1927,1,-3282.055,12.2417,1,-6515.9559,0.5829,1,-8478.0,59.0,0
48,143,95,238,Am,13762.0,133.0,0,9534.6143,77.529,1,6041.6999,58.3095,1,-5795.0,263.0,0,-3739.1489,58.9015,1,-8897.048,94.8961,1
46,142,96,238,Cm,14550.2531,21.4205,1,8034.2471,12.2886,1,6670.301,10.1712,1,-7832.0,298.0,0,-2935.4301,12.3086,1,-11836.0,231.0,0
44,141,97,238,Bk,15468.0,442.0,0,6402.0,282.0,0,7330.0,200.0,0,999999.0,999999.0,1,358.0,263.0,0,-11793.0,274.0,0
42,140,98,238,Cf,999999.0,999999.0,1,5153.0,299.0,0,8130.0,299.0,0,999999.0,999999.0,1,741.0,307.0,0,999999.0,999999.0,1
59,149,90,239,Th,9598.0,400.0,0,999999.0,999999.0,1,2945.0,500.0,0,5927.0,400.0,0,999999.0,999999.0,1,-2466.0,400.0,0
57,148,91,239,Pa,10333.0,196.0,0,15261.0,445.0,0,3555.0,196.0,0,4026.0,196.0,0,999999.0,999999.0,1,-2042.0,196.0,0
55,147,92,239,U,10960.1012,1.2723,1,13960.3713,15.9065,1,4129.9984,13.1271,1,1984.4482,1.1995,1,-9241.0,283.0,0,-4953.2474,1.2128,1
53,146,93,239,Np,11703.2307,0.9736,1,12794.561,13.1066,1,4597.1881,14.0337,1,-79.3554,1.9028,1,-8872.0096,15.8895,1,-4923.4616,0.977,1
51,145,94,239,Pu,12646.0786,1.3191,1,11379.8554,0.5208,1,5244.5216,0.2066,1,-2558.7424,150.0674,1,-6008.4834,1.1871,1,-7904.5197,58.9009,1
49,144,95,239,Am,13322.0,59.0,0,10059.1814,1.683,1,5922.3999,1.4142,1,-4859.0,207.0,0,-5353.2084,1.6948,1,-8126.1613,12.3481,1
47,143,96,239,Cm,14242.8253,167.4979,1,8522.6422,150.073,1,6539.6999,148.6607,1,-7055.0,192.0,0,-2305.1571,150.0675,1,-11141.0,297.0,0
