N-Z,N,Z,A,EL,Sn,D_Sn,is_from_experiment,Sp,D_Sp,is_from_experiment,Q4b,D_Q4b,is_from_experiment,Qda,D_Qda,is_from_experiment,Qpa,D_Qpa,is_from_experiment,Qna,D_Qna,is_from_experiment
4,15,11,26,Na,5574.2849,3.7016,1,12114.2485,29.2556,1,-17834.0,196.0,0,9801.669,3.539,1,3157.3198,3.5032,1,-4499.6416,33.5039,1
2,14,12,26,Mg,11093.0797,0.0443,1,14145.701,1.2004,1,-43895.0,600.0,0,2914.1642,0.0336,1,-1820.6349,0.0293,1,-5414.0964,0.1084,1
0,13,13,26,Al,11365.4835,0.0717,1,6306.3285,0.056,1,999999.0,999999.0,1,12434.2458,0.0666,1,-1872.4096,0.0734,1,2966.1163,0.0662,1
-2,12,14,26,Si,19039.643,10.0006,1,5514.0004,0.1111,1,999999.0,999999.0,1,3618.6159,0.252,1,-9025.0192,0.3611,1,3979.0735,0.1122,1
-4,11,15,26,P,17288.0,445.0,0,143.0,196.0,0,999999.0,999999.0,1,10939.0,197.0,0,-8113.0,537.0,0,9871.0,196.0,0
-6,10,16,26,S,999999.0,999999.0,1,-201.0,721.0,0,999999.0,999999.0,1,4371.0,781.0,0,999999.0,999999.0,1,9377.0,781.0,0
11,19,8,27,O,-1937.0,527.0,0,999999.0,999999.0,1,59256.0,500.0,0,-602.0,709.0,0,2596.0,641.0,0,999999.0,999999.0,1
9,18,9,27,F,1612.4952,59.3534,1,16816.5337,204.0982,1,42330.3415,120.1977,1,8515.2548,204.2065,1,11497.1288,204.0369,1,-16158.0,418.0,0
7,17,10,27,Ne,1501.5217,92.6221,1,18912.7161,140.3355,1,19435.4152,90.7703,1,6427.5502,132.4401,1,4370.4493,133.3369,1,-5803.0922,188.2095,1
5,16,11,27,Na,6728.3282,5.1134,1,13287.8752,18.8017,1,-4858.7582,9.7415,1,7228.5194,29.2834,1,5297.9071,3.7614,1,-7415.9042,97.7414,1
3,15,12,27,Mg,6443.3687,0.0388,1,15014.7848,3.502,1,-32078.0,400.0,0,5482.0265,1.2009,1,-1304.6383,0.05,1,-2988.5496,0.5149,1
1,14,13,27,Al,13058.0422,0.0814,1,8271.2911,0.0557,1,999999.0,999999.0,1,6706.7254,0.0667,1,1600.7697,0.0491,1,-3132.5607,0.0501,1
-1,13,14,27,Si,13314.82,0.152,1,7463.3369,0.1262,1,999999.0,999999.0,1,7242.2757,0.1254,1,-7471.6379,0.2519,1,7195.4751,0.1082,1
-3,12,15,27,P,19703.0,196.0,0,807.0001,9.0,1,999999.0,999999.0,1,6224.453,13.4541,1,-6540.1627,21.4517,1,5036.182,9.0035,1
-5,11,16,27,S,18261.0,721.0,0,771.0,445.0,0,999999.0,999999.0,1,8012.0,565.0,0,-11665.0,641.0,0,12392.0,401.0,0
12,20,8,28,O,661.0,859.0,0,999999.0,999999.0,1,67100.0,699.0,0,999999.0,999999.0,1,961.0,861.0,0,999999.0,999999.0,1
10,19,9,28,F,-199.0,6.0,1,18555.0,514.0,0,50254.5155,120.3474,1,9453.5625,204.1864,1,10938.8211,204.2947,1,-16933.0,517.0,0
8,18,10,28,Ne,3822.4899,155.3457,1,21122.7109,174.1853,1,32792.5352,126.0676,1,3335.8901,165.3719,1,4829.6265,158.7267,1,-10382.8899,207.7158,1
6,17,11,28,Na,3541.8428,10.903,1,15328.1963,91.3468,1,6159.5412,10.3105,1,9241.3782,21.0857,1,5911.2429,30.7997,1,-6676.0799,96.9852,1
4,16,12,28,Mg,8504.6694,0.2651,1,16791.1261,3.7354,1,-19093.1484,160.0002,1,2551.6419,3.5113,1,-798.0767,1.228,1,-7338.0404,29.0465,1
2,15,13,28,Al,7725.174,0.011,1,9553.0964,0.0678,1,-45121.0,500.0,0,10074.6311,0.0567,1,1206.1177,0.0676,1,-1846.5037,1.201,1
0,14,14,28,Si,17179.6099,0.1074,1,11584.9046,0.0474,1,999999.0,999999.0,1,1428.1493,0.0662,1,-7712.768,0.0648,1,-2653.6129,0.0469,1
-2,13,15,28,P,14560.1422,9.0735,1,2052.3222,1.1523,1,999999.0,999999.0,1,10703.9539,1.1523,1,-6111.1229,10.0656,1,7414.5197,1.1491,1
-4,12,16,28,S,21489.0,431.0,0,2556.7359,160.253,1,999999.0,999999.0,1,3811.0,253.0,0,-11253.0,430.0,0,5892.2834,160.3122,1
-6,11,17,28,Cl,999999.0,999999.0,1,-3490.0,300.0,0,999999.0,999999.0,1,11300.0,781.0,0,999999.0,999999.0,1,13726.0,640.0,0
11,20,9,29,F,1324.9238,538.9707,1,19219.0,874.0,0,58357.9526,525.3628,1,6191.0,725.0,0,10353.2049,550.6492,1,999999.0,999999.0,1
9,19,10,29,Ne,971.2532,195.5626,1,22292.9641,191.9249,1,40294.8845,149.5048,1,3977.1321,191.8311,1,4589.2032,183.8654,1,-10614.8354,222.6214,1
7,18,11,29,Na,4403.009,12.6022,1,15908.7153,126.2809,1,19632.8429,7.3454,1,6339.8909,91.0663,1,7062.9355,19.8354,1,-10348.259,107.2783,1
5,17,12,29,Mg,3663.7325,0.4321,1,16913.0158,10.2522,1,-7517.9366,13.0455,1,5616.2376,3.7422,1,1112.4756,3.5186,1,-5447.0714,18.432,1
3,16,13,29,Al,9428.3609,0.3481,1,10476.7878,0.4322,1,-32230.0,189.0,0,7089.6389,0.3479,1,2870.8365,0.3459,1,-5700.5797,3.5186,1
1,15,14,29,Si,8473.6025,0.0005,1,12333.3331,0.0486,1,-59864.0,439.0,0,6012.5891,0.0474,1,-4820.8869,0.0662,1,-34.1358,0.0293,1
-1,14,15,29,P,17876.3107,1.2021,1,2749.023,0.3589,1,999999.0,999999.0,1,6142.4632,0.3746,1,-4947.7906,0.3747,1,903.6925,0.3649,1
-3,13,16,29,S,15238.9444,160.5306,1,3235.538,13.0913,1,999999.0,999999.0,1,8275.4159,15.8454,1,-9203.0,196.0,0,9692.9821,13.0414,1
-5,12,17,29,Cl,22319.0,534.0,0,-2660.0,100.0,0,999999.0,999999.0,1,7242.0,442.0,0,-8794.0,629.0,0,8696.0,272.0,0
-7,11,18,29,Ar,999999.0,999999.0,1,-2410.0,350.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1,15935.0,743.0,0
12,21,9,30,F,-739.0,725.0,0,999999.0,999999.0,1,64824.0,500.0,0,7591.0,859.0,0,9155.0,707.0,0,999999.0,999999.0,1
10,20,10,30,Ne,3191.0012,294.0876,1,24159.0415,583.2167,1,47713.0823,253.2505,1,587.1309,280.3913,1,3010.6972,280.3271,1,-15743.0,561.0,0
8,19,11,30,Na,2276.6421,8.7275,1,17214.1043,149.5795,1,28675.5257,4.7274,1,7885.7387,126.1562,1,6287.815,90.8933,1,-11012.406,120.2906,1
6,18,12,30,Mg,6340.3306,1.3399,1,18850.3374,7.45,1,5177.8819,1.3112,1,2817.7497,10.3279,1,1500.4732,3.9449,1,-10285.8803,90.7795,1
4,17,13,30,Al,5727.6723,1.966,1,12540.7276,1.966,1,-20538.6641,23.9544,1,9866.6361,1.953,1,3586.5329,1.9361,1,-4699.9238,4.199,1
2,16,14,30,Si,10609.1989,0.0216,1,13514.1712,0.3453,1,-46504.0,179.0,0,3128.5641,0.0532,1,-2372.0436,0.0521,1,-4199.966,0.0519,1
0,15,15,30,P,11319.3249,0.3648,1,5594.7454,0.0652,1,999999.0,999999.0,1,12002.7482,0.0652,1,-2952.2954,0.1256,1,2642.4099,0.0806,1
-2,14,16,30,S,19036.1491,13.0425,1,4395.3764,0.4139,1,999999.0,999999.0,1,3799.409,1.1656,1,-8536.167,9.003,1,3971.653,0.2325,1
-4,13,17,30,Cl,17419.0,190.0,0,-479.9999,20.0,1,999999.0,999999.0,1,11312.1517,161.7716,1,-7952.0,401.0,0,10979.9821,25.5162,1
-6,12,18,30,Ar,23969.0,474.0,0,-760.0,128.0,0,999999.0,999999.0,1,4512.0,531.0,0,999999.0,999999.0,1,10227.0,438.0,0
13,22,9,31,F,189.0,732.0,0,999999.0,999999.0,1,71794.0,535.0,0,999999.0,999999.0,1,9627.0,880.0,0,999999.0,999999.0,1
11,21,10,31,Ne,169.844,126.5406,1,25068.0,567.0,0,54130.6313,266.1953,1,1742.2106,588.9532,1,2641.8531,292.136,1,-15252.0,748.0,0
9,20,11,31,Na,4299.9564,14.7503,1,18323.0595,253.6356,1,36686.5759,13.9724,1,4557.0355,150.1563,1,5810.3485,126.8395,1,-15511.3624,121.1558,1
7,19,12,31,Mg,2312.0974,3.3355,1,18885.7927,5.6386,1,15920.3796,3.0825,1,4908.6613,7.9545,1,2730.2186,10.6976,1,-8775.4878,126.1051,1
5,18,13,31,Al,7157.9103,2.9571,1,13358.3073,2.5835,1,-7916.1562,4.1081,1,6372.4583,2.262,1,4933.292,2.2508,1,-8315.9913,10.4875,1
3,17,14,31,Si,6587.393,0.0376,1,14373.8919,1.936,1,-34274.0,200.0,0,5969.532,0.3474,1,-1234.2627,0.0652,1,-2282.6896,0.2644,1
1,16,15,31,P,12311.0066,0.0652,1,7296.5531,0.0216,1,-58701.0,300.0,0,8165.3441,0.0007,1,1916.3079,0.0007,1,-1943.4227,0.0486,1
-1,15,16,31,S,13054.5951,0.3083,1,6130.6466,0.2383,1,999999.0,999999.0,1,8621.1247,0.4258,1,-7030.6198,1.1669,1,8096.6679,0.2292,1
-3,14,17,31,Cl,19780.4181,24.1235,1,264.2691,3.4527,1,999999.0,999999.0,1,6770.678,13.4887,1,-6243.7002,160.0371,1,5759.7061,3.6325,1
-5,13,18,31,Ar,18817.0,268.0,0,638.0,201.0,0,999999.0,999999.0,1,8014.0,275.0,0,-12080.0,539.0,0,12899.0,256.0,0
-7,12,19,31,K,999999.0,999999.0,1,-4900.0,349.0,0,999999.0,999999.0,1,7002.0,531.0,0,999999.0,999999.0,1,11637.0,583.0,0
12,22,10,32,Ne,2254.0,569.0,0,27133.0,734.0,0,61077.0,503.0,0,-1251.0,709.0,0,1713.0,727.0,0,999999.0,999999.0,1
10,21,11,32,Na,1677.1979,39.7934,1,19830.4134,268.7903,1,42945.0279,37.2598,1,6070.8387,255.9768,1,5104.4037,154.0778,1,-15863.6366,526.6823,1
8,20,12,32,Mg,5778.0669,4.4809,1,20363.9032,14.3477,1,25186.6364,3.2602,1,1407.2365,5.7423,1,1355.1606,8.0284,1,-13582.3015,149.5403,1
6,19,13,32,Al,4219.9777,7.5128,1,15266.1876,7.8035,1,2235.3375,7.1945,1,8492.8112,7.2885,1,4377.0468,7.1808,1,-8132.9601,10.2601,1
4,18,14,32,Si,9199.9699,0.3012,1,16415.9515,2.2554,1,-21877.3369,1.7948,1,2497.2344,1.9584,1,-1005.8717,0.4557,1,-7818.927,0.4556,1
2,17,15,32,P,7935.65,0.04,1,8644.81,0.059,1,-46295.0,400.0,0,10838.8931,0.0455,1,2454.2604,0.04,1,-450.7118,0.347,1
0,16,16,32,S,15044.3237,0.2292,1,8863.9638,0.0014,1,999999.0,999999.0,1,4896.1258,0.0652,1,-4198.6329,0.3589,1,1525.9466,0.0015,1
-2,15,17,32,Cl,14371.4714,3.492,1,1581.1455,0.5343,1,999999.0,999999.0,1,11435.3556,0.5983,1,-5376.2273,13.053,1,9264.5454,0.6666,1
-4,14,18,32,Ar,21597.0,200.0,0,2454.7709,3.8744,1,999999.0,999999.0,1,3835.9071,23.9416,1,-11358.0,189.0,0,6540.4733,13.1605,1
-6,13,19,32,K,20342.0,500.0,0,-3375.0,447.0,0,999999.0,999999.0,1,10629.0,438.0,0,-11115.0,593.0,0,13614.0,442.0,0
13,23,10,33,Ne,-1060.0,783.0,0,999999.0,999999.0,1,66645.0,600.0,0,-2.0,804.0,0,2034.0,781.0,0,999999.0,999999.0,1
11,22,11,33,Na,2931.3567,451.4519,1,20508.0,675.0,0,50117.4633,449.913,1,3309.3261,522.7623,1,5364.0482,516.2909,1,-19534.0,673.0,0
9,21,12,33,Mg,2279.5444,4.2098,1,20966.2497,37.3548,1,31548.7312,2.6634,1,3427.6485,14.224,1,1352.2583,5.4257,1,-12670.8448,253.2645,1
7,20,13,33,Al,5469.3317,10.0126,1,14957.4524,7.7095,1,12505.958,6.9971,1,5335.5768,7.6326,1,5248.0456,7.1052,1,-11325.6497,8.4351,1
5,19,14,33,Si,4507.957,0.7596,1,16703.9307,7.2064,1,-11130.0332,0.8053,1,5147.1877,2.3422,1,213.8436,2.0578,1,-5986.5533,1.4713,1
3,18,15,33,P,10103.7921,1.0907,1,9548.6323,1.13,1,-33878.0,200.0,0,7322.494,1.0908,1,2959.6672,1.0902,1,-4826.8317,2.2213,1
1,17,16,33,S,8641.6392,0.0005,1,9569.953,0.04,1,-57616.0,400.0,0,8565.4931,0.0015,1,-1520.9472,0.0652,1,3493.5063,0.0217,1
-1,16,17,33,Cl,15739.9523,0.6843,1,2276.774,0.3908,1,999999.0,999999.0,1,8749.9984,0.4531,1,-2080.0304,0.4419,1,4843.918,0.3962,1
-3,15,18,33,Ar,15255.2606,1.8146,1,3338.5601,0.6899,1,999999.0,999999.0,1,8361.0646,3.4697,1,-9194.7873,23.8794,1,10321.3618,0.4505,1
-5,14,19,33,K,22521.0,447.0,0,-2452.0,200.0,0,999999.0,999999.0,1,6926.0,283.0,0,-9667.0,269.0,0,8512.0,202.0,0
-7,13,20,33,Ca,999999.0,999999.0,1,-1751.0,565.0,0,999999.0,999999.0,1,7480.0,500.0,0,999999.0,999999.0,1,14605.0,438.0,0
14,24,10,34,Ne,1360.0,789.0,0,999999.0,999999.0,1,72833.0,513.0,0,999999.0,999999.0,1,863.0,741.0,0,999999.0,999999.0,1
12,23,11,34,Na,171.3166,749.4802,1,21739.0,848.0,0,56228.816,599.417,1,5392.0,783.0,0,5362.5757,655.8659,1,-19516.0,803.0,0
10,22,12,34,Mg,4710.8668,7.3897,1,22745.7599,449.9645,1,38255.0136,6.8932,1,393.9796,37.892,1,941.3479,15.5802,1,-17211.8676,266.2845,1
8,21,13,34,Al,2571.5547,7.2963,1,15249.4627,3.3946,1,21442.4671,2.1052,1,8542.089,3.8805,1,4988.5883,3.7254,1,-9597.248,14.13,1
6,20,14,34,Si,7548.674,1.0629,1,18783.273,7.032,1,-1613.3913,0.8049,1,1818.4914,7.2171,1,-176.9201,2.3748,1,-11223.13,3.1766,1
4,19,15,34,P,6282.6692,1.3582,1,11323.3446,1.07,1,-23328.0,196.0,0,10239.7946,0.8635,1,3264.391,0.8116,1,-3951.5906,2.3779,1
2,18,16,34,S,11417.1492,0.0446,1,10883.3101,1.0909,1,-44822.0,300.0,0,5083.9939,0.0599,1,-627.0898,0.0446,1,-1336.2499,0.0622,1
0,17,17,34,Cl,11508.0637,0.3938,1,5143.1985,0.0487,1,999999.0,999999.0,1,12286.2584,0.0487,1,-533.4991,0.2343,1,5646.8608,0.0487,1
-2,16,18,34,Ar,17065.3159,0.408,1,4663.9237,0.3984,1,999999.0,999999.0,1,5667.2201,0.567,1,-6479.6851,3.4474,1,6310.6409,0.242,1
-4,15,19,34,K,16832.0,280.0,0,-875.0,196.0,0,999999.0,999999.0,1,11691.0,196.0,0,-7682.0,280.0,0,11461.0,196.0,0
-6,14,20,34,Ca,24211.0,500.0,0,-61.0,361.0,0,999999.0,999999.0,1,3611.0,500.0,0,-14506.0,424.0,0,9211.0,361.0,0
13,24,11,35,Na,1920.0,300.0,0,22299.0,844.0,0,62689.0,670.0,0,2412.0,900.0,0,5697.0,838.0,0,999999.0,999999.0,1
11,23,12,35,Mg,754.8562,269.7556,1,23329.2995,657.2828,1,44485.9958,269.6675,1,2570.4801,524.5389,1,1863.6896,272.2295,1,-15713.0,571.0,0
9,22,13,35,Al,5297.429,7.6539,1,15836.0248,10.083,1,28789.8019,7.3589,1,5524.2045,7.826,1,5469.2263,8.0487,1,-13217.479,37.9795,1
7,21,14,35,Si,2471.1141,35.8663,1,18682.8324,35.9191,1,8655.8086,35.8638,1,4816.709,36.5316,1,1571.9435,36.5677,1,-7916.1772,36.0053,1
5,20,15,35,P,8380.4257,2.0348,1,12155.0962,2.0311,1,-13684.9159,1.9355,1,6367.3259,1.9929,1,4083.9352,1.8901,1,-8112.0386,7.4114,1
3,19,16,35,S,6985.8384,0.0387,1,11586.4793,0.8114,1,-34036.0,200.0,0,8201.9476,1.0907,1,322.7217,0.0569,1,877.8815,0.3008,1
1,18,17,35,Cl,12644.7639,0.0506,1,6370.8132,0.0424,1,-56113.0,400.0,0,8283.1337,0.0355,1,1866.0607,0.0355,1,937.7469,0.0535,1
-1,17,18,35,Ar,12740.314,0.6839,1,5896.174,0.6813,1,999999.0,999999.0,1,8666.8584,0.7846,1,-4848.5277,0.8822,1,8614.6506,0.6803,1
-3,16,19,35,K,18024.0,196.0,0,83.5716,0.5182,1,999999.0,999999.0,1,8922.2086,0.6503,1,-4108.4858,1.8425,1,7808.2148,0.7603,1
-5,15,20,35,Ca,17771.0,361.0,0,878.0,280.0,0,999999.0,999999.0,1,8361.0,283.0,0,-11935.0,447.0,0,13037.0,200.0,0
-7,14,21,35,Sc,999999.0,999999.0,1,-4921.0,500.0,0,999999.0,999999.0,1,6781.0,565.0,0,999999.0,999999.0,1,10757.0,565.0,0
14,25,11,36,Na,-0.0,150.0,0,999999.0,999999.0,1,66154.0,687.0,0,3772.0,857.0,0,4636.0,912.0,0,999999.0,999999.0,1
12,24,12,36,Mg,3330.9446,741.0451,1,24740.0,962.0,0,51044.3004,690.2372,1,-589.1479,914.1813,1,1464.1017,823.9222,1,-20104.0,914.0,0
10,23,13,36,Al,1897.2041,149.6858,1,16978.3727,308.3379,1,35472.3923,149.5048,1,8337.8672,149.6636,1,5851.5666,149.5285,1,-12183.3264,474.1014,1
8,22,14,36,Si,6115.9633,80.2535,1,19501.3667,72.1736,1,17795.417,71.7974,1,1272.3005,71.8283,1,925.312,72.1365,1,-11752.596,71.8468,1
6,21,15,36,P,3464.5535,13.2432,1,13148.5357,38.1792,1,-2833.8631,13.1177,1,10451.4464,13.1382,1,5127.3386,13.1323,1,-6107.2604,14.8585,1
4,20,16,36,S,9889.2491,0.1905,1,13095.3028,1.857,1,-24212.9748,40.0004,1,4595.3677,0.8319,1,537.2647,1.1061,1,-4503.4106,0.7235,1
2,19,17,36,Cl,8579.7945,0.0048,1,7964.7692,0.0262,1,-45672.0,300.0,0,11120.4885,0.0427,1,1927.9055,0.0358,1,2461.7446,1.0906,1
0,18,18,36,Ar,15255.5716,0.6808,1,8506.9817,0.0446,1,999999.0,999999.0,1,4919.3505,0.0557,1,-4364.147,0.3917,1,2000.7182,0.027,1
-2,17,19,36,K,14315.6064,0.6068,1,1658.8639,0.754,1,999999.0,999999.0,1,11671.9182,0.3343,1,-3168.8315,0.5159,1,9232.5607,0.5084,1
-4,16,20,36,Ca,19713.0,204.0,0,2567.2439,40.0033,1,999999.0,999999.0,1,5480.0,200.0,0,-9128.0,204.0,0,8579.5309,40.002,1
-6,15,21,36,Sc,19021.0,500.0,0,-3671.0,361.0,0,999999.0,999999.0,1,11971.0,424.0,0,-10016.0,500.0,0,14256.0,361.0,0
15,26,11,37,Na,840.0,212.0,0,999999.0,999999.0,1,72130.0,688.0,0,999999.0,999999.0,1,5157.0,857.0,0,999999.0,999999.0,1
13,25,12,37,Mg,240.0,110.0,1,24980.0,980.0,0,55107.9034,698.9473,1,1091.0,968.0,0,1395.4183,920.7754,1,-18984.0,867.0,0
11,24,13,37,Al,4212.138,234.1786,1,17859.5661,713.383,1,41571.1161,180.2441,1,4880.5854,324.3586,1,6350.2955,180.3759,1,-16224.1478,625.9297,1
9,23,14,37,Si,2206.7049,134.5638,1,19810.8675,187.8942,1,24376.1667,113.8095,1,4363.0246,114.047,1,1290.1618,113.8288,1,-9248.434,114.0179,1
7,22,15,37,P,6816.2857,40.1489,1,13848.8581,81.209,1,5804.1889,37.9479,1,6106.2748,52.2084,1,5859.7269,37.9563,1,-10351.9914,38.0061,1
5,21,16,37,S,4303.6031,0.063,1,13934.3523,13.1125,1,-13760.356,0.6646,1,8672.1903,1.858,1,2516.3309,0.8343,1,-1258.3397,0.8253,1
3,20,17,37,Cl,10310.8617,0.064,1,8386.3819,0.1861,1,-35542.0,300.0,0,7795.4652,0.0666,1,3034.193,0.0689,1,-1566.4479,0.8121,1
1,19,18,37,Ar,8787.4546,0.2084,1,8714.6419,0.21,1,-56118.0,400.0,0,8776.6598,0.2099,1,-1643.5378,0.2124,1,4630.4129,0.2115,1
-1,18,19,37,K,15454.3377,0.3381,1,1857.6301,0.09,1,999999.0,999999.0,1,8957.8945,0.6868,1,-1557.8533,0.1219,1,5286.2867,0.1058,1
-3,17,20,37,Ca,14756.2218,40.005,1,3007.8594,0.7128,1,999999.0,999999.0,1,8747.6304,0.8154,1,-7052.0,196.0,0,10888.6251,0.639,1
-5,16,21,37,Sc,20442.0,424.0,0,-2942.0,303.0,0,999999.0,999999.0,1,9301.0,361.0,0,-6246.0,424.0,0,10647.0,358.0,0
-7,15,22,37,Ti,999999.0,999999.0,1,-1731.0,500.0,0,999999.0,999999.0,1,8781.0,565.0,0,999999.0,999999.0,1,15926.0,500.0,0
16,27,11,38,Na,-700.0,200.0,0,999999.0,999999.0,1,76527.0,719.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
14,26,12,38,Mg,2209.0,861.0,0,26349.0,851.0,0,60935.0,503.0,0,-1118.0,851.0,0,1107.0,838.0,0,999999.0,999999.0,1
12,25,13,38,Al,1411.0,234.0,0,19031.0,715.0,0,46268.0,150.0,0,6800.0,706.0,0,5694.0,309.0,0,-15715.0,687.0,0
10,24,14,38,Si,5670.1051,154.7067,1,21268.8346,208.4935,1,30544.5277,104.7933,1,590.1236,182.574,1,917.4858,105.0511,1,-14163.6829,289.3133,1
8,23,15,38,P,3696.8704,81.9022,1,15339.0237,134.9833,1,14179.1949,72.5808,1,8525.3676,102.0921,1,4633.9706,80.9548,1,-8751.4329,72.9526,1
6,22,16,38,S,8036.1081,7.1745,1,15154.1746,38.6196,1,-4802.7126,7.1747,1,4100.6358,14.9467,1,2860.6485,7.4107,1,-6823.3336,36.5675,1
4,21,17,38,Cl,6107.8823,0.0832,1,10190.6611,0.2134,1,-25549.0,200.0,0,11576.832,0.2039,1,3912.1491,0.1066,1,706.0955,1.8681,1
2,20,18,38,Ar,11838.466,0.2841,1,10242.2461,0.2017,1,-46085.0,300.0,0,5517.9883,0.1982,1,-837.24,0.1982,1,-222.2147,0.1991,1
0,19,19,38,K,12071.8765,0.2167,1,5142.0519,0.2843,1,999999.0,999999.0,1,12141.5896,0.1971,1,-889.4158,0.7078,1,5859.1741,0.1985,1
-2,18,20,38,Ca,16993.7515,0.6634,1,4547.2731,0.2159,1,999999.0,999999.0,1,6069.4853,0.3788,1,-6021.5549,0.548,1,6635.1876,0.7075,1
-4,17,21,38,Sc,16101.0,361.0,0,-1598.0,200.0,0,999999.0,999999.0,1,12912.0,204.0,0,-4576.0,283.0,0,12570.0,200.0,0
-6,16,22,38,Ti,21871.0,500.0,0,-301.0,424.0,0,999999.0,999999.0,1,5930.0,424.0,0,-10866.0,500.0,0,11826.0,361.0,0
17,28,11,39,Na,-0.0,200.0,0,999999.0,999999.0,1,82751.0,751.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
15,27,12,39,Mg,-630.0,100.0,0,26419.0,880.0,0,65938.0,515.0,0,352.0,857.0,0,1737.0,857.0,0,999999.0,999999.0,1
13,26,13,39,Al,3051.0,335.0,0,19873.0,586.0,0,51290.0,300.0,0,3989.0,761.0,0,5973.0,753.0,0,-18767.0,750.0,0
11,25,14,39,Si,1580.6672,171.3202,1,21438.0,202.0,0,35562.5472,135.6246,1,3221.5944,225.5149,1,1234.0227,201.7937,1,-12413.4055,703.4176,1
9,24,15,39,P,6224.3889,134.0028,1,15893.3076,153.8519,1,21032.5597,112.6447,1,4507.6835,160.1293,1,4525.5449,133.5803,1,-13078.6177,187.1911,1
7,23,16,39,S,4372.7738,50.5118,1,15830.078,88.1359,1,4120.0349,50.0036,1,6544.1477,62.7697,1,1952.4282,51.6911,1,-5080.1442,87.4921,1
5,22,17,39,Cl,8073.4201,1.7333,1,10227.9731,7.3779,1,-15627.4918,24.0624,1,7807.015,1.7424,1,5727.9781,1.7413,1,-3902.7711,13.2275,1
3,21,18,39,Ar,6598.6867,5.0038,1,10733.0505,5.001,1,-35742.0,200.0,0,9230.1634,5.0003,1,1143.8678,5.0001,1,3068.3477,5.0035,1
1,20,19,39,K,13077.7537,0.1953,1,6381.3397,0.195,1,-56377.0,400.0,0,7851.2905,0.2066,1,1288.4021,0.0274,1,1361.2148,0.0361,1
-1,19,20,39,Ca,13295.5213,0.6271,1,5770.918,0.6273,1,999999.0,999999.0,1,8228.3017,0.6036,1,-5001.4698,0.6791,1,8595.2379,0.5968,1
-3,18,21,39,Sc,17995.0,202.0,0,-596.8061,24.0008,1,999999.0,999999.0,1,9674.1507,24.0084,1,-2857.5049,46.6476,1,8890.8576,24.0022,1
-5,17,22,39,Ti,16941.0,361.0,0,539.0,283.0,0,999999.0,999999.0,1,9431.0,361.0,0,-8786.0,361.0,0,14598.0,204.0,0
-7,16,23,39,V,999999.0,999999.0,1,-3911.0,500.0,0,999999.0,999999.0,1,8111.0,565.0,0,999999.0,999999.0,1,12066.0,500.0,0
16,28,12,40,Mg,1297.0,716.0,0,27716.0,896.0,0,72388.0,500.0,0,-1645.0,873.0,0,1280.0,850.0,0,999999.0,999999.0,1
14,27,13,40,Al,740.0,424.0,0,21244.0,594.0,0,56378.0,302.0,0,5457.0,586.0,0,5473.0,761.0,0,-18667.0,750.0,0
12,26,14,40,Si,4724.7939,182.3478,1,23112.0,324.0,0,40706.776,121.9905,1,-92.0,193.0,0,721.3668,217.6456,1,-16898.1994,709.5132,1
10,25,15,40,P,3435.8718,140.2816,1,17748.5122,159.2455,1,25396.3075,83.6069,1,6741.9168,134.0586,1,3296.378,141.2185,1,-12302.3515,198.6908,1
8,24,16,40,S,7746.496,50.1583,1,17352.1851,112.7151,1,12008.5523,3.9821,1,2494.5221,72.6897,1,1022.2179,38.1562,1,-10619.9354,113.8789,1
6,23,17,40,Cl,5828.9185,32.1123,1,11684.1178,59.3986,1,-7034.4658,32.19,1,10014.2045,32.8578,1,4202.6627,32.0661,1,-2915.4038,49.6813,1
4,22,18,40,Ar,9869.0227,5.0,1,12528.6531,1.7321,1,-26046.4613,68.2437,1,5469.0229,0.098,1,1585.7069,0.0518,1,-2497.0719,0.1983,1
2,21,19,40,K,7799.6195,0.0559,1,7582.2725,5.0003,1,-46005.0,300.0,0,11890.1369,0.2028,1,2276.2372,0.214,1,3872.4571,0.0763,1
0,20,20,40,Ca,15635.0134,0.5965,1,8328.1776,0.021,1,999999.0,999999.0,1,4665.1648,0.1964,1,-5182.1455,0.0962,1,1747.6791,0.2076,1
-2,19,21,40,Sc,14421.9445,24.1661,1,529.6171,2.8904,1,999999.0,999999.0,1,12245.9577,2.8349,1,-2523.2275,2.8985,1,9923.2508,2.8298,1
-4,18,22,40,Ti,19565.0,212.0,0,2109.6836,72.3409,1,999999.0,999999.0,1,5967.0,212.0,0,-7909.0,308.0,0,9789.0334,68.2466,1
-6,17,23,40,V,18172.0,500.0,0,-2681.0,361.0,0,999999.0,999999.0,1,11811.0,424.0,0,-7836.0,500.0,0,14336.0,424.0,0
17,29,12,41,Mg,-479.0,707.0,0,999999.0,999999.0,1,77109.0,500.0,0,-1166.0,896.0,0,1059.0,873.0,0,999999.0,999999.0,1
15,28,13,41,Al,2302.0,500.0,0,22249.0,640.0,0,61897.0,405.0,0,2526.0,650.0,0,5380.0,642.0,0,-21669.0,819.0,0
