N-Z,N,Z,A,EL,Sn,D_Sn,is_from_experiment,Sp,D_Sp,is_from_experiment,Q4b,D_Q4b,is_from_experiment,Qda,D_Qda,is_from_experiment,Qpa,D_Qpa,is_from_experiment,Qna,D_Qna,is_from_experiment
14,74,60,134,Nd,11385.3806,48.0506,1,4997.8224,17.1999,1,-34117.0,400.0,0,10291.8281,31.2009,1,3518.2763,48.4581,1,9708.4076,34.8661,1
12,73,61,134,Pm,9427.5735,65.4768,1,1720.4993,62.6599,1,999999.0,999999.0,1,15372.7138,48.4041,1,5868.1872,50.1424,1,13183.1576,62.973,1
10,72,62,134,Sm,12216.0,357.0,0,3257.0,202.0,0,999999.0,999999.0,1,10962.0,246.0,0,3258.0,280.0,0,12038.0,198.0,0
8,71,63,134,Eu,10636.0,423.0,0,-142.0,423.0,0,999999.0,999999.0,1,16050.0,424.0,0,5344.0,500.0,0,15616.0,361.0,0
6,70,64,134,Gd,13541.0,640.0,0,1583.0,499.0,0,999999.0,999999.0,1,11381.0,565.0,0,2798.0,565.0,0,14397.0,565.0,0
39,87,48,135,Cd,1432.0,500.0,0,999999.0,999999.0,1,44909.0,400.0,0,6971.0,640.0,0,6444.0,640.0,0,999999.0,999999.0,1
37,86,49,135,In,3212.0,361.0,0,14939.0,424.0,0,36669.0,300.0,0,7740.0,361.0,0,8219.0,306.0,0,-7064.0,583.0,0
35,85,50,135,Sn,2269.8116,4.4136,1,15951.0,200.0,0,25781.1125,4.7861,1,7769.0,200.0,0,6643.3565,60.1112,1,-4520.4208,60.1461,1
33,84,51,135,Sb,3742.6463,4.0522,1,10545.5446,4.1233,1,17891.6243,2.6652,1,11894.3652,3.2552,1,11720.2765,3.2977,1,-1632.3765,60.0906,1
31,83,52,135,Te,3266.356,3.2417,1,10998.7574,3.5235,1,10121.8645,1.7397,1,11905.5299,3.5706,1,6770.5465,3.0087,1,4464.1655,2.621,1
29,82,53,135,I,7807.0579,5.2755,1,8534.3984,3.433,1,2864.2778,9.6543,1,9868.7602,2.9175,1,6273.0726,4.0493,1,1502.5041,3.2139,1
27,81,54,135,Xe,6358.8484,3.6685,1,9658.8961,6.0865,1,-1797.0572,10.899,1,10154.7441,6.9491,1,4154.192,5.4759,1,4421.2345,5.0608,1
25,80,55,135,Cs,8762.1093,0.3636,1,6745.0931,0.3635,1,-6646.0846,11.823,1,10772.4336,2.4274,1,6561.0732,0.3635,1,3767.9473,4.0816,1
23,79,56,135,Ba,6971.9707,0.0999,1,8248.4605,0.2455,1,-11637.0351,19.1291,1,10931.0953,0.2454,1,4166.0936,1.0645,1,7074.7219,0.2454,1
21,78,57,135,La,9496.1168,22.049,1,4982.4264,9.4304,1,-16581.1286,83.4378,1,11620.8615,9.4844,1,6655.5007,9.491,1,6155.6379,9.4891,1
19,77,58,135,Ce,7854.7274,22.8258,1,6686.6199,22.4184,1,-21759.0856,154.9684,1,11588.8911,29.7709,1,3971.3251,37.7802,1,9464.9977,10.3201,1
17,76,59,135,Pr,10479.1904,23.5032,1,3391.9447,23.5642,1,-26788.0,196.0,0,12193.1583,20.1771,1,6396.871,23.5818,1,8434.1078,38.2309,1
15,75,60,135,Nd,8638.4951,22.4837,1,4974.5912,27.9036,1,-31964.0,400.0,0,12434.7787,22.8483,1,3877.8993,34.6367,1,11901.4702,27.9698,1
13,74,61,135,Pm,11369.7387,92.8976,1,1704.8574,83.741,1,-37010.0,408.0,0,12980.8582,95.09,1,6227.5413,86.3644,1,10811.537,87.7881,1
11,73,62,135,Sm,9552.0,249.0,0,3382.2848,160.2089,1,999999.0,999999.0,1,13261.2379,162.6038,1,3634.0,215.0,0,14214.9952,156.5111,1
9,72,63,135,Eu,12419.0,358.0,0,61.0,277.0,0,999999.0,999999.0,1,13794.0,357.0,0,5856.0,358.0,0,13126.0,246.0,0
7,71,64,135,Gd,10791.0,565.0,0,1738.0,500.0,0,999999.0,999999.0,1,13697.0,499.0,0,2815.0,565.0,0,16536.0,500.0,0
5,70,65,135,Tb,999999.0,999999.0,1,-1187.9999,7.0,1,999999.0,999999.0,1,13718.0,640.0,0,999999.0,999999.0,1,14794.0,565.0,0
38,87,49,136,In,1931.0,424.0,0,15439.0,500.0,0,38575.0,300.0,0,9201.0,424.0,0,8034.0,361.0,0,-6243.0,583.0,0
36,86,50,136,Sn,3609.0,200.0,0,16349.0,361.0,0,30259.0,200.0,0,6511.0,283.0,0,6384.0,283.0,0,-6384.0,283.0,0
34,85,51,136,Sb,2887.8754,6.3996,1,11163.6083,6.5903,1,21831.9655,6.123,1,12637.6762,6.6343,1,11231.056,6.1326,1,-1170.0,200.0,0
32,84,52,136,Te,4767.807,2.8582,1,12023.918,3.4891,1,14461.8,2.2941,1,10304.5318,3.8278,1,9362.2891,3.8712,1,2095.0134,2.9712,1
30,83,53,136,I,3837.363,14.3368,1,9105.4055,14.2922,1,6492.263,55.0314,1,13699.3347,14.4514,1,8255.9634,14.3377,1,5024.6906,14.5287,1
28,82,54,136,Xe,8087.1234,3.6685,1,9938.9615,2.0599,1,79.3797,0.3241,1,8325.0767,4.8567,1,4292.1869,5.9019,1,2154.3649,2.0661,1
26,81,55,136,Cs,6828.2166,1.8792,1,7214.4613,4.1101,1,-4998.4342,11.605,1,12497.7864,1.873,1,6168.7832,3.0444,1,5164.849,6.192,1
24,80,56,136,Ba,9107.7424,0.039,1,8594.0937,0.2886,1,-9687.7818,11.82,1,8714.8932,0.2449,1,4047.9191,0.2448,1,4402.9061,2.4125,1
22,79,57,136,La,7465.3482,54.0011,1,5475.804,53.1715,1,-14867.565,87.1676,1,13623.3215,53.1716,1,6380.0795,53.1802,1,7679.8575,53.171,1
20,78,58,136,Ce,9963.5603,10.2663,1,7154.0633,9.4324,1,-19697.6508,12.5015,1,9420.916,19.9323,1,3849.8971,27.9467,1,6691.3644,1.0436,1
18,77,59,136,Pr,8475.867,16.4578,1,4013.0843,15.3808,1,-25097.0,196.0,0,14203.2845,23.3844,1,5941.8576,19.9667,1,9800.3731,30.2013,1
16,76,60,136,Nd,11056.9958,22.4837,1,5552.3966,16.7124,1,-30110.0,298.0,0,10039.5092,23.5032,1,3602.3491,17.1999,1,8865.328,20.1771,1
14,75,61,136,Pm,9178.9118,107.9071,1,2245.2741,71.6722,1,-35270.0,505.0,0,15187.3269,70.0764,1,6026.5126,83.3081,1,12414.0708,70.1942,1
12,74,62,136,Sm,12024.995,155.1322,1,4037.5412,83.8396,1,999999.0,999999.0,1,10663.8163,43.7406,1,3460.8091,51.8299,1,11167.8832,48.2223,1
10,73,63,136,Eu,10167.0,277.0,0,675.0,249.0,0,999999.0,999999.0,1,15843.0,277.0,0,5851.0,357.0,0,14810.0,202.0,0
8,72,64,136,Gd,12911.0,499.0,0,2231.0,357.0,0,999999.0,999999.0,1,11422.0,423.0,0,3010.0,422.0,0,13788.0,422.0,0
6,71,65,136,Tb,10918.0,640.0,0,-1061.0,640.0,0,999999.0,999999.0,1,16341.0,640.0,0,5024.0,707.0,0,16983.0,582.0,0
39,88,49,137,In,2931.0,500.0,0,999999.0,999999.0,1,40526.0,400.0,0,7701.0,565.0,0,8494.0,500.0,0,999999.0,999999.0,1
37,87,50,137,Sn,2051.0,361.0,0,16469.0,424.0,0,32234.0,300.0,0,7671.0,424.0,0,6684.0,361.0,0,-5043.0,424.0,0
35,86,51,137,Sb,3624.8209,52.4884,1,11179.0,207.0,0,26485.3799,52.1645,1,11282.6669,52.2542,1,11237.4215,52.2597,1,-2444.0,207.0,0
33,85,52,137,Te,2949.801,3.1008,1,12085.8437,6.1964,1,18417.6387,2.1151,1,11097.3771,3.3739,1,9579.297,3.723,1,2776.3987,3.8003,1
31,84,53,137,I,4882.3619,16.4798,1,9219.9604,8.6882,1,10784.5967,8.5423,1,12083.3288,8.5585,1,11041.539,8.8218,1,3309.1377,8.9292,1
29,83,54,137,Xe,4025.562,0.1033,1,10127.1604,14.1884,1,3535.3512,0.3744,1,12106.5727,2.0625,1,6524.081,4.8578,1,5796.7405,2.7483,1
27,82,55,137,Cs,8278.2353,1.8662,1,7405.5732,0.3022,1,-3343.9586,8.1363,1,10578.3995,3.6712,1,6444.1174,0.3022,1,3144.0697,4.8661,1
25,81,56,137,Ba,6905.6397,0.0687,1,8671.5169,1.8582,1,-8137.4318,11.7272,1,10571.3627,0.2962,1,4033.8197,0.2484,1,6050.8358,0.2483,1
23,80,57,137,La,9174.6956,53.1963,1,5542.7571,1.6216,1,-13068.0071,13.1436,1,11420.5966,1.6221,1,6673.1921,1.6251,1,5396.7023,1.64,1
21,79,58,137,Ce,7481.5335,0.1564,1,7170.2486,53.1722,1,-17927.1099,28.6167,1,11435.4993,9.4336,1,4163.9487,19.9329,1,8677.6391,0.2847,1
19,78,59,137,Pr,9932.711,14.048,1,3982.235,8.1333,1,-23055.9101,9.2386,1,12125.3009,13.0962,1,6495.1398,21.9501,1,7663.2473,21.5261,1
17,77,60,137,Nd,8455.9897,16.6469,1,5532.5193,16.3912,1,-28370.0,298.0,0,12062.7099,16.6469,1,3808.0857,23.4567,1,10895.3314,23.5178,1
15,76,61,137,Pm,10974.2535,70.293,1,2162.5319,17.5988,1,-33106.0,401.0,0,12851.5685,23.1501,1,6437.6396,17.5988,1,10101.5435,24.1415,1
13,75,62,137,Sm,9252.0743,31.2244,1,4110.7037,74.7651,1,999999.0,999999.0,1,12781.4807,87.7023,1,3636.3082,50.7527,1,13301.1895,30.9586,1
11,74,63,137,Eu,11974.0,196.0,0,623.9756,13.242,1,999999.0,999999.0,1,13422.1255,154.69,1,6094.0,196.0,0,12264.407,42.1452,1
9,73,64,137,Gd,10195.0,422.0,0,2259.0,357.0,0,999999.0,999999.0,1,13645.0,357.0,0,3451.0,423.0,0,15809.0,357.0,0
7,72,65,137,Tb,13139.0,641.0,0,-834.0,499.0,0,999999.0,999999.0,1,13993.0,566.0,0,5427.0,566.0,0,14480.0,500.0,0
38,88,50,138,Sn,3432.0,500.0,0,16969.0,565.0,0,34462.0,400.0,0,6171.0,500.0,0,6464.0,500.0,0,-7043.0,565.0,0
36,87,51,138,Sb,2661.0,304.0,0,11789.0,424.0,0,28237.0,300.0,0,12231.0,361.0,0,10846.0,300.0,0,-1893.0,424.0,0
34,86,52,138,Te,4463.5506,4.3303,1,12924.5734,52.3009,1,22565.8111,3.7949,1,9521.7019,6.9514,1,8858.3927,4.6163,1,582.6598,4.8773,1
32,85,53,138,I,3694.9592,10.287,1,9965.1185,6.3208,1,14533.4985,5.9761,1,13156.1766,6.383,1,10612.9359,6.2054,1,3356.8248,6.5201,1
30,84,54,138,Xe,5660.1482,2.8059,1,10904.9468,8.8399,1,7593.6224,2.8481,1,10283.7875,14.4625,1,8670.9907,3.4793,1,3402.9482,3.2907,1
28,83,55,138,Cs,4412.5739,9.16,1,7792.5851,9.159,1,241.8385,13.5672,1,14252.9491,9.1584,1,8390.3919,9.864,1,6538.5538,9.387,1
26,82,56,138,Ba,8611.723,0.0399,1,9005.0045,0.1768,1,-6244.6239,11.6055,1,8787.8563,1.8586,1,4184.206,0.2986,1,3797.9612,3.6673,1
24,81,57,138,La,7443.8609,1.6584,1,6080.9783,0.3407,1,-11599.0381,11.6103,1,13084.4781,0.3472,1,6201.3019,0.3492,1,6714.9507,0.4507,1
22,80,58,138,Ce,9718.4194,0.5217,1,7713.9724,1.6829,1,-16068.0942,11.828,1,9182.4281,53.1733,1,3941.6461,9.4406,1,5931.1904,0.4516,1
20,79,59,138,Pr,7998.371,12.8982,1,4499.0724,10.0136,1,-21379.191,29.6844,1,14090.4902,10.0124,1,6351.4962,14.3371,1,9160.9931,13.7523,1
18,78,60,138,Nd,10504.5309,16.4952,1,6104.3392,14.1707,1,-26358.0,201.0,0,10034.046,16.3044,1,3782.7452,16.5613,1,8245.5279,15.4926,1
16,77,61,138,Pm,8912.8298,17.4554,1,2619.372,16.4952,1,-31314.0,300.0,0,14995.7344,16.5613,1,6163.3049,22.3716,1,11667.9041,16.5613,1
14,76,62,138,Sm,11577.4352,30.9586,1,4713.8853,17.5988,1,-36567.0,503.0,0,10382.9573,70.0764,1,3428.6117,83.741,1,10362.2495,22.4837,1
12,75,63,138,Eu,9675.0901,28.2857,1,1046.9913,39.9962,1,999999.0,999999.0,1,15772.0305,30.612,1,5971.6017,157.1329,1,13959.0556,87.4861,1
10,74,64,138,Gd,12517.0,359.0,0,2803.0,200.0,0,999999.0,999999.0,1,11295.0,280.0,0,3352.0,280.0,0,12844.0,253.0,0
8,73,65,138,Tb,10705.0,500.0,0,-324.0,423.0,0,999999.0,999999.0,1,16200.0,423.0,0,5513.0,500.0,0,16194.0,358.0,0
6,72,66,138,Dy,999999.0,999999.0,1,1253.0,643.0,0,999999.0,999999.0,1,11680.0,709.0,0,2986.0,642.0,0,14965.0,642.0,0
39,89,50,139,Sn,1871.0,565.0,0,999999.0,999999.0,1,36335.0,400.0,0,7231.0,565.0,0,6524.0,500.0,0,999999.0,999999.0,1
37,88,51,139,Sb,3472.0,500.0,0,11829.0,565.0,0,30651.0,400.0,0,10810.0,500.0,0,10984.0,447.0,0,-3434.0,500.0,0
35,87,52,139,Te,2580.4036,5.1835,1,12844.0,300.0,0,24708.8374,3.5487,1,10566.1192,52.2836,1,9165.8645,6.82,1,1611.0,200.0,0
33,86,53,139,I,4562.3722,7.1822,1,10063.9401,5.5121,1,18751.4171,4.0511,1,11543.6054,4.5228,1,10818.3706,4.6094,1,1682.328,7.073,1
31,85,54,139,Xe,3743.66,3.5288,1,10953.6476,6.3349,1,11313.1552,2.9921,1,11422.4894,8.6529,1,8764.6937,14.3489,1,4427.0953,3.1294,1
29,84,55,139,Cs,5885.3783,9.6764,1,8017.8152,4.205,1,4127.5639,4.8102,1,12393.1327,3.1354,1,10592.137,3.1337,1,4490.5385,14.53,1
27,83,56,139,Ba,4723.43,0.04,1,9315.8606,9.1585,1,-2896.9879,27.5223,1,12342.6617,0.1813,1,6288.9926,1.8591,1,7161.6547,0.2525,1
25,82,57,139,La,8780.2909,0.7355,1,6249.5462,0.6558,1,-9721.3525,13.6001,1,11209.827,0.6554,1,6528.7535,0.6541,1,4762.8764,1.9688,1
23,81,58,139,Ce,7463.1928,2.1476,1,7733.3043,2.1297,1,-14577.5122,11.0828,1,10893.931,2.6556,1,3943.8016,53.212,1,7575.7401,2.103,1
21,80,59,139,Pr,9771.1038,10.6568,1,4551.7568,3.6834,1,-19430.6009,13.6475,1,11800.92,3.6671,1,6543.9527,3.6638,1,6855.2376,53.2961,1
19,79,60,139,Nd,8071.0659,29.867,1,6177.0342,29.2859,1,-24385.0,198.0,0,11895.691,28.6984,1,4187.5463,29.8097,1,10138.0223,27.5231,1
17,78,61,139,Pm,10657.9765,17.8678,1,2772.8176,17.8678,1,-29371.0,298.0,0,12793.7477,17.9471,1,6562.3242,18.0079,1,9485.7947,17.7719,1
15,77,62,139,Sm,8953.7747,16.0661,1,4754.8302,15.9089,1,-34680.0,500.0,0,12403.4361,16.9862,1,3653.7488,69.925,1,12465.4705,16.0661,1
13,76,63,139,Eu,11719.6939,30.8844,1,1189.2501,17.6802,1,999999.0,999999.0,1,13304.4109,31.4916,1,6276.9028,18.1416,1,11418.2735,70.3134,1
11,75,64,139,Gd,10043.0,280.0,0,3171.0,198.0,0,999999.0,999999.0,1,13225.0,196.0,0,3476.0,277.0,0,14826.0,196.0,0
9,74,65,139,Tb,12601.0,423.0,0,-240.0,359.0,0,999999.0,999999.0,1,13794.0,422.0,0,5823.0,422.0,0,13760.0,357.0,0
7,73,66,139,Dy,10841.0,709.0,0,1389.0,583.0,0,999999.0,999999.0,1,13978.0,641.0,0,3063.0,707.0,0,17036.0,582.0,0
40,90,50,140,Sn,3252.0,500.0,0,999999.0,999999.0,1,38496.0,300.0,0,999999.0,999999.0,1,6204.0,500.0,0,999999.0,999999.0,1
38,89,51,140,Sb,2412.0,721.0,0,12369.0,721.0,0,32659.0,600.0,0,11830.0,721.0,0,10623.0,671.0,0,-2914.0,721.0,0
36,88,52,140,Te,4233.687,14.8068,1,13606.0,400.0,0,26900.4559,16.4047,1,8993.0,300.0,0,8556.9984,54.1088,1,-571.0,300.0,0
34,87,53,140,I,3206.5769,12.7547,1,10690.1135,12.6162,1,20705.8367,12.1246,1,12800.5791,12.6877,1,10561.5947,12.2902,1,2100.572,53.5508,1
32,86,54,140,Xe,5413.1933,3.1643,1,11804.4687,4.6332,1,15087.7656,2.6733,1,9704.2552,6.4003,1,8233.8623,8.7009,1,1963.703,3.1361,1
30,85,55,140,Cs,4419.9679,8.7773,1,8694.1231,8.4742,1,7636.4888,10.2427,1,13633.313,8.6651,1,10197.731,8.1995,1,4952.9325,11.7262,1
28,84,56,140,Ba,6425.3055,7.9036,1,9855.7878,8.4984,1,989.3413,8.5459,1,10329.93,12.0946,1,8141.9224,7.9053,1,4761.9111,7.9002,1
26,83,57,140,La,5160.9966,0.0194,1,6687.1128,0.6573,1,-6100.013,24.228,1,14660.5534,0.6561,1,8273.3967,0.6557,1,7880.1151,0.6779,1
24,82,58,140,Ce,9187.8037,2.4044,1,8140.8172,1.3364,1,-12618.2816,12.5661,1,9149.9881,1.3771,1,3930.6935,2.1007,1,5293.576,1.336,1
22,81,59,140,Pr,7928.8927,7.123,1,5017.4567,6.4638,1,-17700.2816,51.9029,1,13590.4466,6.1622,1,6096.5935,6.1525,1,8101.0405,6.3571,1
20,80,60,140,Nd,10311.6347,27.7136,1,6717.5652,4.8936,1,-22474.9685,28.1344,1,9582.4272,10.5299,1,3808.6225,8.7643,1,7307.9211,3.28,1
18,79,61,140,Pm,8782.3361,27.7716,1,3484.0877,36.6612,1,-27729.7685,800.8543,1,14515.9425,26.8562,1,6235.9778,26.909,1,10636.1695,25.5502,1
16,78,62,140,Sm,11147.0344,16.5725,1,5243.8881,18.4612,1,-32626.0,401.0,0,10169.2316,17.0531,1,3480.968,18.0623,1,9774.4258,17.1362,1
14,77,63,140,Eu,9659.2121,53.1895,1,1894.6874,52.6749,1,-37668.0,503.0,0,15222.634,52.8757,1,5869.7651,58.9488,1,12733.315,53.1625,1
12,76,64,140,Gd,12222.0,198.0,0,3673.1975,30.8844,1,999999.0,999999.0,1,10678.2047,39.5199,1,3227.6809,28.2857,1,11855.7796,39.9962,1
10,75,65,140,Tb,10423.0,854.0,0,140.0,824.0,0,999999.0,999999.0,1,15888.0,825.0,0,5595.0,854.0,0,15310.0279,800.4999,1
8,74,66,140,Dy,13201.0,641.0,0,1989.0,499.0,0,999999.0,999999.0,1,11481.0,500.0,0,3001.0,566.0,0,14030.0,499.0,0
6,73,67,140,Ho,999999.0,999999.0,1,-1093.8999,10.0,1,999999.0,999999.0,1,16324.0,709.0,0,999999.0,999999.0,1,17296.0,641.0,0
39,90,51,141,Sb,3221.0,781.0,0,12339.0,583.0,0,34937.0,500.0,0,10481.0,640.0,0,10834.0,640.0,0,999999.0,999999.0,1
37,89,52,141,Te,2373.0,400.0,0,13568.0,721.0,0,29063.0,400.0,0,10091.0,565.0,0,8844.0,500.0,0,487.0,565.0,0
35,88,53,141,I,4391.7612,19.9348,1,10848.1876,21.3886,1,23003.1779,16.3644,1,10989.2215,16.2262,1,10633.3841,16.2819,1,370.0,300.0,0
33,87,54,141,Xe,3282.1654,3.7096,1,11880.0572,12.449,1,17233.7489,3.1729,1,10984.462,4.9378,1,8646.6561,6.6241,1,3145.0882,4.7621,1
31,86,55,141,Cs,5498.9309,12.1966,1,8779.8607,9.4853,1,11537.1824,9.3124,1,11878.0421,9.4413,1,10358.9483,9.6131,1,3148.9607,10.9585,1
29,85,56,141,Ba,4535.905,9.4488,1,9971.7249,9.7541,1,4459.0277,6.1841,1,11679.4033,6.173,1,8018.5912,10.5907,1,5886.1543,6.0123,1
27,84,57,141,La,6689.1023,4.1361,1,6950.9095,8.9031,1,-2406.9118,14.5692,1,12694.8811,4.1349,1,10196.0173,4.1347,1,5603.5867,10.0454,1
25,83,58,141,Ce,5428.1487,0.1028,1,8407.9694,1.3385,1,-9497.0982,8.6018,1,12502.1302,1.3385,1,5946.4056,1.379,1,8477.1503,1.3382,1
23,82,59,141,Pr,9399.6246,6.1151,1,5229.2776,1.181,1,-16088.8867,12.7197,1,11654.0148,2.5254,1,6415.3883,1.5786,1,6145.2768,1.5543,1
21,81,60,141,Nd,8005.5915,4.5566,1,6794.2639,6.7294,1,-20967.289,20.0147,1,11347.9395,4.8192,1,3801.402,10.5063,1,9020.749,3.2222,1
19,80,61,141,Pm,10382.2035,27.9617,1,3554.6565,14.3477,1,-25982.0891,106.1822,1,12204.8049,30.8649,1,6358.3052,18.1619,1,8252.3369,17.1895,1
17,79,62,141,Sm,8549.3321,15.1337,1,5010.8842,25.6803,1,-30552.0,298.0,0,12277.8759,16.0461,1,3844.4657,14.4039,1,11729.6246,14.4039,1
15,78,63,141,Eu,11011.0195,53.0652,1,1758.6725,17.7741,1,-35561.0,401.0,0,13165.3893,16.6794,1,6436.1808,17.3028,1,10635.1253,17.1569,1
13,77,64,141,Gd,9513.2709,34.2253,1,3527.2564,55.1964,1,999999.0,999999.0,1,12884.6277,23.7359,1,3389.5,34.2253,1,13919.9439,23.0241,1
11,76,65,141,Tb,12129.8829,807.3787,1,47.5359,108.9052,1,999999.0,999999.0,1,13802.0,222.0,0,5983.0,226.0,0,12855.2351,108.9052,1
9,75,66,141,Dy,10624.0,499.0,0,2189.0,854.0,0,999999.0,999999.0,1,13459.0,422.0,0,3082.0,423.0,0,15924.0,359.0,0
7,74,67,141,Ho,13118.0,641.0,0,-1176.7792,7.4278,1,999999.0,999999.0,1,14047.0,641.0,0,5431.0,643.0,0,14882.0,500.0,0
40,91,51,142,Sb,2141.0,583.0,0,999999.0,999999.0,1,36904.0,300.0,0,11591.0,424.0,0,10564.0,500.0,0,999999.0,999999.0,1
38,90,52,142,Te,3951.0,640.0,0,14298.0,707.0,0,31293.0,500.0,0,8552.0,781.0,0,8365.0,640.0,0,-1593.0,640.0,0
36,89,53,142,I,2947.6216,16.5871,1,11422.0,400.0,0,25220.9809,7.9929,1,12275.287,15.2015,1,10266.1662,6.0748,1,894.0,400.0,0
34,88,54,142,Xe,5103.6578,3.9542,1,12591.9538,16.0642,1,19303.2472,3.6424,1,9087.3812,12.4071,1,8105.3704,4.8312,1,621.8339,4.4527,1
32,87,55,142,Cs,4108.5233,11.5969,1,9606.2186,7.634,1,13271.8106,7.2221,1,13182.7121,7.4406,1,9994.085,7.3844,1,3602.8097,8.123,1
30,86,56,142,Ba,6181.083,7.958,1,10653.877,10.936,1,8107.7984,6.0402,1,9918.2883,10.1129,1,7722.8866,6.6985,1,3448.7314,6.296,1
28,85,57,142,La,5165.4246,7.4221,1,7580.4291,8.2277,1,1117.5856,24.4127,1,13954.762,10.0927,1,9754.0227,6.291,1,6323.5404,7.0237,1
26,84,58,142,Ce,7173.1561,2.4703,1,8892.0231,4.633,1,-5550.9661,2.6116,1,10489.9707,2.4893,1,7553.5404,2.4893,1,6027.4242,2.4563,1
24,83,59,142,Pr,5843.1515,0.0768,1,5644.2803,1.1799,1,-12477.4374,30.0638,1,14998.6671,1.1825,1,8035.4296,2.5256,1,9082.4162,1.5439,1
22,82,60,142,Nd,9829.8537,3.1237,1,7224.493,1.3663,1,-18990.5333,27.973,1,9446.9786,6.1733,1,3742.6521,3.8458,1,6654.0881,2.4155,1
20,81,61,142,Pm,8689.922,27.4222,1,4238.9871,23.8048,1,-24582.0137,700.9548,1,13826.5176,23.8197,1,5739.4491,36.2513,1,9333.5187,23.8758,1
18,80,62,142,Sm,11119.2881,8.6142,1,5747.9688,14.0964,1,-28862.0,729.0,0,9940.9239,24.2922,1,3383.154,13.7153,1,8681.4024,27.5838,1
16,79,63,142,Eu,9454.6008,32.6006,1,2663.9411,31.2122,1,-34058.0,402.0,0,14857.8229,32.5525,1,5935.3547,31.9679,1,11838.501,32.9865,1
14,78,64,142,Gd,11806.6094,34.2253,1,4322.8463,30.67,1,-39030.0,501.0,0,10737.2303,58.6268,1,3302.5845,30.8844,1,11067.1092,29.9897,1
12,77,65,142,Tb,10089.9974,708.421,1,624.2624,700.8362,1,999999.0,999999.0,1,15933.5628,701.1147,1,5936.0,727.0,0,14484.9315,700.681,1
10,76,66,142,Dy,12808.0,787.0,0,2868.0,736.0,0,999999.0,999999.0,1,11074.0,1082.0,0,2875.0,787.0,0,13158.0,754.0,0
8,75,67,142,Ho,10957.0,567.0,0,-843.0,499.0,0,999999.0,999999.0,1,16290.0,566.0,0,5314.0,641.0,0,16526.0,499.0,0
6,74,68,142,Er,999999.0,999999.0,1,855.0,641.0,0,999999.0,999999.0,1,12098.0,707.0,0,999999.0,999999.0,1,15417.0,707.0,0
39,91,52,143,Te,2052.0,707.0,0,14209.0,583.0,0,33407.0,500.0,0,9721.0,707.0,0,8724.0,781.0,0,-393.0,583.0,0
37,90,53,143,I,4058.0,200.0,0,11529.0,539.0,0,27382.0,200.0,0,10591.0,447.0,0,10442.0,201.0,0,-753.0,632.0,0
35,89,54,143,Xe,3044.5518,5.3842,1,12688.884,6.7871,1,21403.4961,5.259,1,10434.5906,16.5061,1,8267.3956,12.9742,1,1810.9692,15.1131,1
33,88,55,143,Cs,5232.2804,10.3583,1,9734.8412,8.0406,1,15392.681,7.788,1,11232.5971,8.1051,1,10174.9979,7.9232,1,1577.1062,14.2826,1
31,87,56,143,Ba,4166.2663,8.9831,1,10711.62,9.7768,1,10065.1051,6.8717,1,11250.9529,11.4103,1,7976.5882,10.6239,1,4695.6584,7.1463,1
29,86,57,143,La,6218.8354,9.5466,1,7618.1816,9.4155,1,4789.1965,7.8677,1,12271.8316,9.0545,1,9960.4928,10.7755,1,4524.6729,10.9971,1
27,85,58,143,Ce,5144.8007,0.0937,1,8871.3992,5.8453,1,-2089.2434,3.3018,1,12034.2724,4.6325,1,7569.7363,2.4884,1,7307.929,8.2651,1
25,84,59,143,Pr,7353.1508,1.8881,1,5824.275,1.8667,1,-8826.8888,11.1348,1,13073.665,1.9236,1,9870.0825,1.9232,1,6890.2619,1.8841,1
23,83,60,143,Nd,6123.573,0.0694,1,7504.9145,1.3662,1,-15770.9995,200.3054,1,12723.0302,1.3669,1,5547.9718,6.1733,1,9718.3188,1.4523,1
21,82,61,143,Pm,9890.4463,23.7703,1,4299.5797,2.6824,1,-22541.4716,51.3167,1,11941.6628,4.1125,1,6160.6376,4.3929,1,7371.9652,6.7261,1
19,81,62,143,Sm,8606.5234,2.6259,1,5664.5702,23.7453,1,-27348.1858,13.3276,1,11716.604,14.2404,1,3558.9667,24.376,1,10386.5137,4.2649,1
17,80,63,143,Eu,11003.6994,32.0026,1,2548.3524,11.1429,1,-32194.0,298.0,0,12403.4557,13.9116,1,6078.6897,16.6393,1,9617.1377,26.5954,1
15,79,64,143,Gd,9343.1068,202.2414,1,4211.3524,202.5442,1,-37071.0,447.0,0,12405.143,200.6998,1,3618.6897,206.8257,1,12871.0367,200.691,1
13,78,65,143,Tb,11930.9883,702.4284,1,748.6413,58.3579,1,999999.0,999999.0,1,13515.8454,54.9108,1,6227.1407,58.3579,1,12213.1552,72.6699,1
11,77,66,143,Dy,10121.0,729.0,0,2898.3981,700.6789,1,999999.0,999999.0,1,13082.7006,106.0636,1,3177.384,800.5941,1,15259.731,30.8379,1
9,76,67,143,Ho,12869.0,499.0,0,-783.0,787.0,0,999999.0,999999.0,1,14046.0,422.0,0,5647.0,499.0,0,14081.0,854.0,0
7,75,68,143,Er,11302.0,640.0,0,1199.0,566.0,0,999999.0,999999.0,1,13915.0,566.0,0,3021.0,640.0,0,17316.0,566.0,0
40,92,52,144,Te,3761.0,583.0,0,999999.0,999999.0,1,35547.0,300.0,0,8101.0,424.0,0,8184.0,583.0,0,999999.0,999999.0,1
