N-Z,N,Z,A,EL,O,Mass_excess_keV,D_Mass_excess_keV,is_from_experiment,Binding_enrgy_perA_keV,D_Binding_enrgy_perA_keV,is_from_experiment,Decay_mode,Qbeta_keV,D_Qbeta_keV,is_from_experiment,A,Atomic_mass_microu,D_Atomic_mass_microu,is_from_experiment
53,150,97,247,Bk,-a,65489.521,5.189,1,7498.9408,0.021,1,B-,-619.8711,15.2376,1,247,70305.889,5.57,1
51,149,98,247,Cf,+a,66109.392,14.327,1,7493.2638,0.058,1,B-,-2469.0006,24.1495,1,247,70971.348,15.38,1
49,148,99,247,Es,+a,68578.393,19.441,1,7480.1005,0.0787,1,B-,-3094.0,182.0,0,247,73621.929,20.87,1
47,147,100,247,Fm,+a,71672.0,181.0,0,7464.0,1.0,0,B-,-4263.0,275.0,0,247,76944.0,194.0,0
45,146,101,247,Md,-a,75936.0,207.0,0,7444.0,1.0,0,B-,999999.0,999999.0,1,247,81520.0,223.0,0
58,153,95,248,Am,+,70563.0,200.0,0,7487.0,1.0,0,B-,3170.0,200.0,0,248,75752.0,215.0,0
56,152,96,248,Cm,na,67392.748,2.358,1,7496.7291,0.0095,1,B-,-738.3049,50.0026,1,248,72349.086,2.531,1
54,151,97,248,Bk,+a,68131.053,50.058,1,7490.5975,0.2018,1,B-,893.1015,50.3143,1,248,73141.689,53.739,1
52,150,98,248,Cf,-a,67237.951,5.121,1,7491.044,0.0207,1,B-,-3061.0,53.0,0,248,72182.905,5.497,1
50,149,99,248,Es,-a,70299.0,52.0,0,7476.0,0.0,0,B-,-1599.0,53.0,0,248,75469.0,56.0,0
48,148,100,248,Fm,na,71897.793,8.497,1,7465.9451,0.0343,1,B-,-5050.0,184.0,0,248,77185.451,9.122,1
46,147,101,248,Md,-a,76948.0,184.0,0,7442.0,1.0,0,B-,-3741.0,290.0,0,248,82607.0,198.0,0
44,146,102,248,No,-a,80689.0,224.0,0,7424.0,1.0,0,B-,999999.0,999999.0,1,248,86623.0,241.0,0
59,154,95,249,Am,x,73104.0,298.0,0,7479.0,1.0,0,B-,2353.0,298.0,0,249,78480.0,320.0,0
57,153,96,249,Cm,-n,70750.696,2.371,1,7485.551,0.0095,1,B-,904.363,2.5934,1,249,75953.992,2.545,1
55,152,97,249,Bk,+,69846.333,1.248,1,7486.041,0.005,1,B-,123.6,0.4,1,249,74983.118,1.339,1
53,151,98,249,Cf,na,69722.733,1.182,1,7483.3954,0.0048,1,B-,-1452.0,30.0,0,249,74850.428,1.269,1
51,150,99,249,Es,-a,71175.0,30.0,0,7474.0,0.0,0,B-,-2344.0,31.0,0,249,76409.0,32.0,0
49,149,100,249,Fm,na,73519.143,6.212,1,7461.8649,0.0249,1,B-,-3661.8091,164.5418,1,249,78926.042,6.668,1
47,148,101,249,Md,na,77180.952,164.425,1,7444.0169,0.6603,1,B-,-4606.0,324.0,0,249,82857.155,176.516,1
45,147,102,249,No,-a,81787.0,279.0,0,7422.0,1.0,0,B-,999999.0,999999.0,1,249,87802.0,300.0,0
58,154,96,250,Cm,-nn,72989.588,10.274,1,7478.9385,0.0411,1,B-,37.582,10.6414,1,250,78357.541,11.029,1
56,153,97,250,Bk,+a,72952.006,2.898,1,7475.9594,0.0116,1,B-,1781.6696,2.4561,1,250,78317.195,3.11,1
54,152,98,250,Cf,-a,71170.336,1.538,1,7479.9567,0.0062,1,B-,-2055.0,100.0,0,250,76404.494,1.65,1
52,151,99,250,Es,-,73225.0,100.0,0,7469.0,0.0,0,B-,-847.0,100.0,0,250,78611.0,107.0,0
50,150,100,250,Fm,na,74072.193,7.888,1,7462.0905,0.0316,1,B-,-4326.9476,91.2615,1,250,79519.765,8.468,1
48,149,101,250,Md,na,78399.14,90.92,1,7441.6533,0.3637,1,B-,-3167.0,220.0,0,250,84164.934,97.606,1
46,148,102,250,No,-a,81566.0,200.0,0,7426.0,1.0,0,B-,999999.0,999999.0,1,250,87565.0,215.0,0
59,155,96,251,Cm,+,76647.981,22.698,1,7466.7233,0.0904,1,B-,1420.0,20.0,1,251,82284.988,24.367,1
57,154,97,251,Bk,+,75227.981,10.734,1,7469.2637,0.0428,1,B-,1093.0,10.0,1,251,80760.555,11.523,1
55,153,98,251,Cf,-a,74134.981,3.901,1,7470.5014,0.0155,1,B-,-376.566,6.4677,1,251,79587.171,4.187,1
53,152,99,251,Es,-a,74511.547,5.288,1,7465.8842,0.0211,1,B-,-1447.261,15.2387,1,251,79991.431,5.676,1
51,151,100,251,Fm,na,75958.808,14.292,1,7457.0013,0.0569,1,B-,-3007.9406,23.7108,1,251,81545.13,15.342,1
49,150,101,251,Md,+a,78966.749,18.919,1,7441.9005,0.0754,1,B-,-3882.0,182.0,0,251,84774.287,20.31,1
47,149,102,251,No,IT,82849.0,181.0,0,7423.0,1.0,0,B-,-4981.0,270.0,0,251,88942.0,194.0,0
45,148,103,251,Lr,x,87830.0,200.0,0,7400.0,1.0,0,B-,999999.0,999999.0,1,251,94289.0,215.0,0
60,156,96,252,Cm,x,79056.0,298.0,0,7460.0,1.0,0,B-,521.0,359.0,0,252,84870.0,320.0,0
58,155,97,252,Bk,+,78535.0,200.0,0,7459.0,1.0,0,B-,2500.0,200.0,0,252,84310.0,215.0,0
56,154,98,252,Cf,-a,76034.61,2.358,1,7465.3474,0.0094,1,B-,-1260.0,50.0,1,252,81626.507,2.531,1
54,153,99,252,Es,-,77294.61,50.056,1,7457.2428,0.1986,1,B-,477.9998,50.322,1,252,82979.173,53.736,1
52,152,100,252,Fm,-a,76816.611,5.221,1,7456.0351,0.0207,1,B-,-3650.5075,91.4356,1,252,82466.019,5.604,1
50,151,101,252,Md,x,80467.118,91.286,1,7438.4444,0.3622,1,B-,-2404.2523,91.7581,1,252,86385.0,98.0,1
48,150,102,252,No,na,82871.37,9.292,1,7425.7992,0.0369,1,B-,-5666.0,185.0,0,252,88966.07,9.975,1
46,149,103,252,Lr,-a,88537.0,185.0,0,7400.0,1.0,0,B-,999999.0,999999.0,1,252,95048.0,198.0,0
59,156,97,253,Bk,-a,80929.0,359.0,0,7451.0,1.0,0,B-,1627.0,359.0,0,253,86880.0,385.0,0
57,155,98,253,Cf,-a,79301.562,4.257,1,7454.8297,0.0168,1,B-,291.0753,4.385,1,253,85133.723,4.57,1
55,154,99,253,Es,-a,79010.486,1.249,1,7452.8879,0.0049,1,B-,-335.0623,1.0782,1,253,84821.241,1.341,1
53,153,100,253,Fm,-a,79345.549,1.549,1,7448.4712,0.0061,1,B-,-1827.0,31.0,0,253,85180.945,1.662,1
51,152,101,253,Md,-a,81173.0,31.0,0,7438.0,0.0,0,B-,-3186.0,32.0,0,253,87143.0,34.0,0
49,151,102,253,No,na,84358.696,6.912,1,7422.4719,0.0273,1,B-,-4164.7752,164.6791,1,253,90562.78,7.42,1
47,150,103,253,Lr,na,88523.471,164.534,1,7402.918,0.6503,1,B-,-5118.0,442.0,0,253,95033.85,176.634,1
45,149,104,253,Rf,-a,93642.0,410.0,0,7380.0,2.0,0,B-,999999.0,999999.0,1,253,100528.0,440.0,0
60,157,97,254,Bk,x,84393.0,298.0,0,7440.0,1.0,0,B-,3052.0,298.0,0,254,90600.0,320.0,0
58,156,98,254,Cf,-a,81341.395,11.462,1,7449.2259,0.0451,1,B-,-652.7561,11.8014,1,254,87323.575,12.304,1
56,155,99,254,Es,-a,81994.151,2.936,1,7443.5759,0.0116,1,B-,1091.63,2.2858,1,254,88024.337,3.152,1
54,154,100,254,Fm,-a,80902.521,1.843,1,7444.7936,0.0073,1,B-,-2550.0,100.0,0,254,86852.424,1.978,1
52,153,101,254,Md,-,83453.0,100.0,0,7432.0,0.0,0,B-,-1271.0,100.0,0,254,89590.0,107.0,0
50,152,102,254,No,na,84723.312,9.658,1,7423.5909,0.038,1,B-,-4922.5753,91.8208,1,254,90954.211,10.367,1
48,151,103,254,Lr,-a,89645.887,91.312,1,7401.1306,0.3595,1,B-,-3555.0,298.0,0,254,96238.813,98.026,1
46,150,104,254,Rf,-a,93201.0,283.0,0,7384.0,1.0,0,B-,999999.0,999999.0,1,254,100055.0,304.0,0
59,157,98,255,Cf,+,84809.0,200.0,0,7438.0,1.0,0,B-,720.0,200.0,0,255,91046.0,215.0,0
57,156,99,255,Es,-a,84089.237,10.817,1,7437.8216,0.0424,1,B-,288.7717,10.1024,1,255,90273.504,11.612,1
55,155,100,255,Fm,-a,83800.465,3.934,1,7435.886,0.0154,1,B-,-1041.6037,6.7172,1,255,89963.495,4.223,1
53,154,101,255,Md,-a,84842.069,5.567,1,7428.7333,0.0218,1,B-,-1969.8648,15.1096,1,255,91081.702,5.976,1
51,153,102,255,No,na,86811.934,14.047,1,7417.9403,0.0551,1,B-,-3135.3716,22.5952,1,255,93196.439,15.079,1
49,152,103,255,Lr,x,89947.305,17.698,1,7402.5767,0.0694,1,B-,-4382.0,182.0,0,255,96562.399,19.0,1
47,151,104,255,Rf,-a,94329.0,181.0,0,7382.0,1.0,0,B-,-5265.0,336.0,0,255,101267.0,194.0,0
45,150,105,255,Db,-a,99595.0,283.0,0,7359.0,1.0,0,B-,999999.0,999999.0,1,255,106919.0,304.0,0
60,158,98,256,Cf,-a,87041.0,314.0,0,7432.0,1.0,0,B-,-144.0,330.0,0,256,93442.0,338.0,0
58,157,99,256,Es,+,87185.0,100.0,0,7428.0,0.0,0,B-,1700.0,100.0,0,256,93597.0,107.0,0
56,156,100,256,Fm,-a,85484.796,3.02,1,7431.7888,0.0118,1,B-,-1971.0,124.0,0,256,91771.699,3.241,1
54,155,101,256,Md,IT,87456.0,124.0,0,7421.0,0.0,0,B-,-367.0,124.0,0,256,93888.0,133.0,0
52,154,102,256,No,-a,87823.046,7.548,1,7416.5429,0.0295,1,B-,-3923.5573,83.2459,1,256,94281.912,8.103,1
50,153,103,256,Lr,x,91746.603,82.903,1,7398.1605,0.3238,1,B-,-2475.3893,84.8025,1,256,98494.024,89.0,1
48,152,104,256,Rf,-a,94221.992,17.848,1,7385.4349,0.0697,1,B-,-6076.0,188.0,0,256,101151.464,19.16,1
46,151,105,256,Db,-a,100298.0,187.0,0,7359.0,1.0,0,B-,999999.0,999999.0,1,256,107674.0,201.0,0
59,158,99,257,Es,-a,89403.0,411.0,0,7422.0,2.0,0,B-,813.0,411.0,0,257,95979.0,441.0,0
57,157,100,257,Fm,-a,88590.137,4.35,1,7422.1942,0.0169,1,B-,-402.3347,4.5748,1,257,95105.419,4.669,1
55,156,101,257,Md,-a,88992.472,1.569,1,7417.5845,0.0061,1,B-,-1254.5923,6.1695,1,257,95537.343,1.683,1
53,155,102,257,No,-a,90247.064,6.197,1,7409.6587,0.0241,1,B-,-2418.0,45.0,0,257,96884.203,6.652,1
51,154,103,257,Lr,-a,92665.0,44.0,0,7397.0,0.0,0,B-,-3201.0,45.0,0,257,99480.0,47.0,0
49,153,104,257,Rf,-a,95866.389,10.817,1,7381.7053,0.0421,1,B-,-4287.8969,164.9888,1,257,102916.796,11.612,1
47,152,105,257,Db,na,100154.285,164.634,1,7361.9767,0.6406,1,B-,999999.0,999999.0,1,257,107520.042,176.741,1
60,159,99,258,Es,x,92702.0,401.0,0,7412.0,2.0,0,B-,2276.0,448.0,0,258,99520.0,430.0,0
58,158,100,258,Fm,-a,90426.0,200.0,0,7418.0,1.0,0,B-,-1264.0,200.0,0,258,97077.0,215.0,0
56,157,101,258,Md,-a,91690.35,3.474,1,7409.6615,0.0135,1,B-,213.0,100.0,0,258,98433.634,3.729,1
54,156,102,258,No,-a,91477.0,100.0,0,7407.0,0.0,0,B-,-3304.0,143.0,0,258,98205.0,107.0,0
52,155,103,258,Lr,-a,94782.0,102.0,0,7392.0,0.0,0,B-,-1562.0,103.0,0,258,101753.0,109.0,0
50,154,104,258,Rf,-a,96344.338,16.104,1,7382.5257,0.0624,1,B-,-5163.3651,93.2584,1,258,103429.895,17.288,1
48,153,105,258,Db,-a,101507.703,91.857,1,7359.4803,0.356,1,B-,-3788.0,423.0,0,258,108972.995,98.613,1
46,152,106,258,Sg,-a,105296.0,413.0,0,7342.0,2.0,0,B-,999999.0,999999.0,1,258,113040.0,443.0,0
59,159,100,259,Fm,-a,93704.0,283.0,0,7407.0,1.0,0,B-,140.0,300.0,0,259,100596.0,304.0,0
57,158,101,259,Md,-a,93564.0,101.0,0,7405.0,0.0,0,B-,-515.0,101.0,0,259,100445.0,108.0,0
55,157,102,259,No,-a,94079.381,6.362,1,7399.9714,0.0246,1,B-,-1771.0,71.0,0,259,100998.364,6.829,1
53,156,103,259,Lr,-a,95851.0,71.0,0,7390.0,0.0,0,B-,-2516.0,101.0,0,259,102900.0,76.0,0
51,155,104,259,Rf,-a,98367.0,72.0,0,7377.0,0.0,0,B-,-3624.0,92.0,0,259,105601.0,78.0,0
49,154,105,259,Db,-a,101991.021,56.685,1,7360.3626,0.2189,1,B-,-4528.0,190.0,0,259,109491.859,60.854,1
47,153,106,259,Sg,-a,106519.0,181.0,0,7340.0,1.0,0,B-,999999.0,999999.0,1,259,114353.0,194.0,0
60,160,100,260,Fm,-a,95766.0,435.0,0,7402.0,2.0,0,B-,-784.0,537.0,0,260,102809.0,467.0,0
58,159,101,260,Md,-a,96550.0,316.0,0,7396.0,1.0,0,B-,940.0,374.0,0,260,103650.0,339.0,0
56,158,102,260,No,-a,95610.0,200.0,0,7397.0,1.0,0,B-,-2667.0,236.0,0,260,102641.0,215.0,0
54,157,103,260,Lr,-a,98277.0,125.0,0,7383.0,0.0,0,B-,-871.0,236.0,0,260,105504.0,134.0,0
52,156,104,260,Rf,-a,99148.0,200.0,0,7377.0,1.0,0,B-,-4525.0,221.0,0,260,106440.0,215.0,0
50,155,105,260,Db,-a,103673.0,93.0,0,7357.0,0.0,0,B-,-2875.0,95.0,0,260,111297.0,100.0,0
48,154,106,260,Sg,-a,106547.495,20.536,1,7342.5632,0.079,1,B-,-6576.0,197.0,0,260,114383.435,22.045,1
46,153,107,260,Bh,-a,113123.0,196.0,0,7314.0,1.0,0,B-,999999.0,999999.0,1,260,121443.0,211.0,0
59,160,101,261,Md,-a,98578.0,509.0,0,7391.0,2.0,0,B-,123.0,547.0,0,261,105828.0,546.0,0
57,159,102,261,No,-a,98455.0,200.0,0,7388.0,1.0,0,B-,-1102.0,283.0,0,261,105696.0,215.0,0
55,158,103,261,Lr,-a,99557.0,200.0,0,7381.0,1.0,0,B-,-1761.0,211.0,0,261,106879.0,215.0,0
53,157,104,261,Rf,-a,101318.233,65.663,1,7371.3858,0.2516,1,B-,-2990.0,128.0,0,261,108769.591,70.492,1
51,156,105,261,Db,-a,104308.0,110.0,0,7357.0,0.0,0,B-,-3697.0,112.0,0,261,111979.0,118.0,0
49,155,106,261,Sg,-a,108005.004,18.494,1,7339.771,0.0709,1,B-,-5074.4052,180.7519,1,261,115948.135,19.853,1
47,154,107,261,Bh,-a,113079.41,179.803,1,7317.3313,0.6889,1,B-,999999.0,999999.0,1,261,121395.733,193.026,1
60,161,101,262,Md,-a,101667.0,448.0,0,7382.0,2.0,0,B-,1566.0,575.0,0,262,109144.0,481.0,0
58,160,102,262,No,-a,100101.0,361.0,0,7385.0,1.0,0,B-,-2004.0,412.0,0,262,107463.0,387.0,0
56,159,103,262,Lr,-a,102105.0,200.0,0,7374.0,1.0,0,B-,-287.0,300.0,0,262,109615.0,215.0,0
54,158,104,262,Rf,-a,102392.0,224.0,0,7370.0,1.0,0,B-,-3861.0,265.0,0,262,109923.0,240.0,0
52,157,105,262,Db,-a,106253.0,143.0,0,7352.0,1.0,0,B-,-2116.0,145.0,0,262,114067.0,154.0,0
50,156,106,262,Sg,-a,108369.072,22.167,1,7341.1736,0.0846,1,B-,-5883.0463,95.6774,1,262,116338.978,23.797,1
48,155,107,262,Bh,-a,114252.119,93.074,1,7315.7331,0.3552,1,B-,999999.0,999999.0,1,262,122654.688,99.919,1
59,161,102,263,No,-a,103129.0,490.0,0,7376.0,2.0,0,B-,-540.0,539.0,0,263,110714.0,526.0,0
57,160,103,263,Lr,-a,103669.0,224.0,0,7371.0,1.0,0,B-,-1087.0,271.0,0,263,111293.0,240.0,0
55,159,104,263,Rf,-a,104757.0,153.0,0,7364.0,1.0,0,B-,-2353.0,227.0,0,263,112461.0,164.0,0
53,158,105,263,Db,-a,107110.0,168.0,0,7352.0,1.0,0,B-,-3085.0,193.0,0,263,114987.0,180.0,0
51,157,106,263,Sg,-a,110195.0,95.0,0,7337.0,0.0,0,B-,-4301.0,320.0,0,263,118299.0,101.0,0
49,156,107,263,Bh,-a,114496.0,305.0,0,7318.0,1.0,0,B-,-5182.0,363.0,0,263,122916.0,328.0,0
47,155,108,263,Hs,-a,119678.0,197.0,0,7295.0,1.0,0,B-,999999.0,999999.0,1,263,128479.0,212.0,0
60,162,102,264,No,-a,105011.0,591.0,0,7371.0,2.0,0,B-,-1364.0,734.0,0,264,112734.0,634.0,0
58,161,103,264,Lr,-a,106375.0,436.0,0,7363.0,2.0,0,B-,300.0,566.0,0,264,114198.0,468.0,0
56,160,104,264,Rf,-a,106075.0,361.0,0,7361.0,1.0,0,B-,-3187.0,431.0,0,264,113876.0,387.0,0
54,159,105,264,Db,-a,109262.0,236.0,0,7346.0,1.0,0,B-,-1521.0,368.0,0,264,117297.0,253.0,0
52,158,106,264,Sg,-a,110783.0,283.0,0,7338.0,1.0,0,B-,-5175.0,334.0,0,264,118930.0,304.0,0
50,157,107,264,Bh,-a,115958.0,177.0,0,7315.0,1.0,0,B-,-3605.0,180.0,0,264,124486.0,190.0,0
48,156,108,264,Hs,-a,119563.165,28.881,1,7298.3762,0.1094,1,B-,999999.0,999999.0,1,264,128356.33,31.005,1
59,162,103,265,Lr,-a,108233.0,547.0,0,7359.0,2.0,0,B-,-457.0,655.0,0,265,116193.0,587.0,0
57,161,104,265,Rf,-a,108690.0,361.0,0,7354.0,1.0,0,B-,-1692.0,424.0,0,265,116683.0,387.0,0
55,160,105,265,Db,-a,110382.0,224.0,0,7345.0,1.0,0,B-,-2412.0,263.0,0,265,118500.0,240.0,0
53,159,106,265,Sg,-a,112794.0,139.0,0,7333.0,1.0,0,B-,-3601.0,277.0,0,265,121089.0,149.0,0
51,158,107,265,Bh,-a,116395.0,239.0,0,7316.0,1.0,0,B-,-4505.0,240.0,0,265,124955.0,257.0,0
49,157,108,265,Hs,-a,120900.245,23.958,1,7296.2474,0.0904,1,B-,-5724.0,439.0,0,265,129791.744,25.719,1
47,156,109,265,Mt,-a,126624.0,439.0,0,7272.0,2.0,0,B-,999999.0,999999.0,1,265,135937.0,471.0,0
60,163,103,266,Lr,-a,111662.0,539.0,0,7349.0,2.0,0,B-,1526.0,679.0,0,266,119874.0,579.0,0
58,162,104,266,Rf,-a,110136.0,412.0,0,7351.0,2.0,0,B-,-2604.0,500.0,0,266,118236.0,443.0,0
56,161,105,266,Db,-a,112740.0,283.0,0,7339.0,1.0,0,B-,-877.0,374.0,0,266,121032.0,304.0,0
54,160,106,266,Sg,-a,113617.0,245.0,0,7332.0,1.0,0,B-,-4487.0,294.0,0,266,121973.0,263.0,0
52,159,107,266,Bh,-a,118104.0,163.0,0,7313.0,1.0,0,B-,-3036.0,165.0,0,266,126790.0,175.0,0
50,158,108,266,Hs,-a,121139.675,27.106,1,7298.2611,0.1019,1,B-,-6533.0066,100.2087,1,266,130048.783,29.099,1
48,157,109,266,Mt,-a,127672.681,96.473,1,7270.7598,0.3627,1,B-,999999.0,999999.0,1,266,137062.253,103.568,1
59,163,104,267,Rf,-a,113444.0,575.0,0,7342.0,2.0,0,B-,-570.0,686.0,0,267,121787.0,617.0,0
57,162,105,267,Db,-a,114014.0,374.0,0,7337.0,1.0,0,B-,-1792.0,457.0,0,267,122399.0,402.0,0
55,161,106,267,Sg,-a,115806.0,261.0,0,7327.0,1.0,0,B-,-2958.0,371.0,0,267,124323.0,281.0,0
53,160,107,267,Bh,-a,118765.0,263.0,0,7313.0,1.0,0,B-,-3893.0,279.0,0,267,127499.0,282.0,0
51,159,108,267,Hs,-a,122658.0,95.0,0,7295.0,0.0,0,B-,-5133.0,512.0,0,267,131678.0,102.0,0
49,158,109,267,Mt,-a,127791.0,503.0,0,7273.0,2.0,0,B-,-6089.0,543.0,0,267,137189.0,540.0,0
47,157,110,267,Ds,-a,133880.0,204.0,0,7248.0,1.0,0,B-,999999.0,999999.0,1,267,143726.0,219.0,0
60,164,104,268,Rf,-a,115476.0,662.0,0,7337.0,2.0,0,B-,-1584.0,848.0,0,268,123968.0,711.0,0
58,163,105,268,Db,-a,117060.0,529.0,0,7328.0,2.0,0,B-,260.0,707.0,0,268,125669.0,568.0,0
56,162,106,268,Sg,-a,116800.0,469.0,0,7326.0,2.0,0,B-,-3907.0,605.0,0,268,125389.0,504.0,0
54,161,107,268,Bh,-a,120707.0,382.0,0,7309.0,1.0,0,B-,-2261.0,486.0,0,268,129584.0,410.0,0
52,160,108,268,Hs,-a,122968.0,300.0,0,7297.0,1.0,0,B-,-6183.0,380.0,0,268,132011.0,322.0,0
50,159,109,268,Mt,-a,129151.0,233.0,0,7271.0,1.0,0,B-,-4497.0,381.0,0,268,138649.0,250.0,0
48,158,110,268,Ds,-a,133648.0,301.0,0,7252.0,1.0,0,B-,999999.0,999999.0,1,268,143477.0,324.0,0
59,164,105,269,Db,-a,119148.0,624.0,0,7323.0,2.0,0,B-,-544.0,724.0,0,269,127911.0,669.0,0
57,163,106,269,Sg,-a,119692.0,368.0,0,7318.0,1.0,0,B-,-1785.0,525.0,0,269,128495.0,395.0,0
55,162,107,269,Bh,-a,121477.0,374.0,0,7309.0,1.0,0,B-,-3016.0,396.0,0,269,130411.0,402.0,0
53,161,108,269,Hs,-a,124493.0,131.0,0,7294.0,0.0,0,B-,-4807.0,338.0,0,269,133649.0,141.0,0
51,160,109,269,Mt,-a,129300.0,312.0,0,7274.0,1.0,0,B-,-5535.0,313.0,0,269,138809.0,335.0,0
49,159,110,269,Ds,-a,134834.671,31.403,1,7250.1551,0.1167,1,B-,999999.0,999999.0,1,269,144750.965,33.712,1
60,165,105,270,Db,-a,122397.0,575.0,0,7314.0,2.0,0,B-,966.0,735.0,0,270,131399.0,617.0,0
58,164,106,270,Sg,-a,121431.0,458.0,0,7314.0,2.0,0,B-,-2799.0,547.0,0,270,130362.0,492.0,0
56,163,107,270,Bh,-a,124230.0,299.0,0,7301.0,1.0,0,B-,-882.0,388.0,0,270,133366.0,320.0,0
54,162,108,270,Hs,-a,125112.0,248.0,0,7295.0,1.0,0,B-,-5597.0,313.0,0,270,134313.0,266.0,0
52,161,109,270,Mt,-a,130709.0,191.0,0,7271.0,1.0,0,B-,-3973.0,195.0,0,270,140322.0,205.0,0
50,160,110,270,Ds,-a,134681.584,39.275,1,7253.7634,0.1455,1,B-,999999.0,999999.0,1,270,144586.62,42.163,1
59,165,106,271,Sg,-a,124617.0,591.0,0,7305.0,2.0,0,B-,-1242.0,705.0,0,271,133782.0,634.0,0
57,164,107,271,Bh,-a,125859.0,384.0,0,7298.0,1.0,0,B-,-1832.0,473.0,0,271,135115.0,412.0,0
55,163,108,271,Hs,-a,127691.0,276.0,0,7288.0,1.0,0,B-,-3409.0,430.0,0,271,137082.0,296.0,0
53,162,109,271,Mt,-a,131100.0,330.0,0,7273.0,1.0,0,B-,-4853.0,344.0,0,271,140741.0,354.0,0
51,161,110,271,Ds,-a,135952.0,97.0,0,7252.0,0.0,0,B-,999999.0,999999.0,1,271,145951.0,104.0,0
60,166,106,272,Sg,-a,126520.0,692.0,0,7301.0,3.0,0,B-,-2267.0,873.0,0,272,135825.0,743.0,0
58,165,107,272,Bh,-a,128787.0,532.0,0,7290.0,2.0,0,B-,-217.0,737.0,0,272,138259.0,571.0,0
56,164,108,272,Hs,-a,129004.0,510.0,0,7286.0,2.0,0,B-,-4477.0,704.0,0,272,138492.0,547.0,0
54,163,109,272,Mt,-a,133481.0,485.0,0,7267.0,2.0,0,B-,-2601.0,645.0,0,272,143298.0,521.0,0
52,162,110,272,Ds,-a,136083.0,424.0,0,7255.0,2.0,0,B-,-6690.0,484.0,0,272,146091.0,456.0,0
50,161,111,272,Rg,-a,142773.0,233.0,0,7227.0,1.0,0,B-,999999.0,999999.0,1,272,153273.0,251.0,0
61,167,106,273,Sg,x,129920.0,400.0,0,7292.0,1.0,0,B-,-763.0,767.0,0,273,139475.0,429.0,0
59,166,107,273,Bh,-a,130683.0,655.0,0,7286.0,2.0,0,B-,-1084.0,754.0,0,273,140294.0,703.0,0
57,165,108,273,Hs,-a,131767.0,374.0,0,7279.0,1.0,0,B-,-3015.0,565.0,0,273,141458.0,401.0,0
55,164,109,273,Mt,-a,134782.0,424.0,0,7265.0,2.0,0,B-,-3503.0,447.0,0,273,144695.0,455.0,0
53,163,110,273,Ds,-a,138285.0,142.0,0,7250.0,1.0,0,B-,-4600.0,424.0,0,273,148455.0,152.0,0
51,162,111,273,Rg,-a,142885.0,400.0,0,7230.0,1.0,0,B-,999999.0,999999.0,1,273,153393.0,429.0,0
60,167,107,274,Bh,-a,133762.0,578.0,0,7278.0,2.0,0,B-,356.0,744.0,0,274,143599.0,620.0,0
58,166,108,274,Hs,-a,133406.0,469.0,0,7276.0,2.0,0,B-,-3843.0,602.0,0,274,143217.0,504.0,0
56,165,109,274,Mt,-a,137249.0,377.0,0,7259.0,1.0,0,B-,-1948.0,542.0,0,274,147343.0,404.0,0
54,164,110,274,Ds,-a,139197.0,389.0,0,7249.0,1.0,0,B-,-5415.0,442.0,0,274,149434.0,418.0,0
52,163,111,274,Rg,-a,144612.0,209.0,0,7227.0,1.0,0,B-,999999.0,999999.0,1,274,155247.0,225.0,0
61,168,107,275,Bh,x,135780.0,600.0,0,7273.0,2.0,0,B-,-712.0,844.0,0,275,145766.0,644.0,0
59,167,108,275,Hs,-a,136492.0,593.0,0,7268.0,2.0,0,B-,-2275.0,709.0,0,275,146530.0,637.0,0
57,166,109,275,Mt,-a,138767.0,387.0,0,7257.0,1.0,0,B-,-2899.0,516.0,0,275,148972.0,416.0,0
55,165,110,275,Ds,-a,141666.0,340.0,0,7243.0,1.0,0,B-,-3729.0,561.0,0,275,152085.0,366.0,0
53,164,111,275,Rg,-a,145395.0,446.0,0,7227.0,2.0,0,B-,999999.0,999999.0,1,275,156088.0,479.0,0
62,169,107,276,Bh,x,138950.0,600.0,0,7265.0,2.0,0,B-,765.0,937.0,0,276,149169.0,644.0,0
60,168,108,276,Hs,-a,138185.0,720.0,0,7265.0,3.0,0,B-,-3127.0,895.0,0,276,148348.0,773.0,0
58,167,109,276,Mt,-a,141312.0,532.0,0,7250.0,2.0,0,B-,-1227.0,764.0,0,276,151705.0,571.0,0
56,166,110,276,Ds,-a,142539.0,548.0,0,7243.0,2.0,0,B-,-4847.0,834.0,0,276,153022.0,588.0,0
54,165,111,276,Rg,-a,147386.0,629.0,0,7223.0,2.0,0,B-,-2974.0,804.0,0,276,158226.0,675.0,0
52,164,112,276,Cn,x,150360.0,500.0,0,7209.0,2.0,0,B-,999999.0,999999.0,1,276,161418.0,537.0,0
63,170,107,277,Bh,x,141100.0,600.0,0,7260.0,2.0,0,B-,-275.0,748.0,0,277,151477.0,644.0,0
61,169,108,277,Hs,-a,141375.0,447.0,0,7256.0,2.0,0,B-,-1633.0,799.0,0,277,151772.0,480.0,0
59,168,109,277,Mt,-a,143008.0,662.0,0,7247.0,2.0,0,B-,-2084.0,770.0,0,277,153525.0,711.0,0
57,167,110,277,Ds,-a,145092.0,392.0,0,7237.0,1.0,0,B-,-3315.0,611.0,0,277,155763.0,421.0,0
55,166,111,277,Rg,-a,148407.0,469.0,0,7222.0,2.0,0,B-,-3925.0,493.0,0,277,159322.0,504.0,0
53,165,112,277,Cn,-a,152332.0,153.0,0,7205.0,1.0,0,B-,999999.0,999999.0,1,277,163535.0,165.0,0
